speaker,trial,condition,typicality,target_name,target_colour,competitor_name,competitor_colour,distractor1_name,distractor1_colour,distractor2_name,distractor2_colour,object_en,colour_en,typ_mean,typ_sd,typ_median
AS,26,ANF,NA,Tomate,gruen,Aprikose,rot,Bueroklammer,orange,Sonnenbrille,orange,tomato,green,25.99009900990099,28.510522636214493,18
AS,27,NF,atypical,Kirsche,gelb,Waescheklammer,gelb,Bueroklammer,gruen,Birne,gruen,cherry,yellow,1.386138613861386,3.9848972308698327,0
AS,28,AF,NA,Gurke,rot,Gurke,braun,Sonnenbrille,orange,Bueroklammer,orange,cucumber,red,0.8316831683168316,3.4498385670367044,0
AS,29,NF,atypical,Moehre,gruen,Socken,gruen,Birne,rot,Waescheklammer,gelb,carrots,green,3.99009900990099,13.916533368267366,0
AS,30,AF,NA,Socken,gruen,Socken,orange,Birne,rot,Waescheklammer,gelb,socks,green,58.504950495049506,27.195817238088743,63
AS,31,NF,atypical,Paprika,braun,Sonnenbrille,braun,Aubergine,gruen,Socken,orange,pepper,brown,7.772277227722772,16.440730633471745,0
AS,32,ANF,NA,Mandarine,orange,Zitrone,gelb,Birne,rot,Bueroklammer,rot,mandarine,orange,98.70297029702971,4.731901424280615,100
AS,33,AF,NA,Bueroklammer,rot,Bueroklammer,braun,Socken,orange,Sonnenbrille,orange,paper.clip,red,58.82178217821782,28.540285926950332,62
AS,34,ANF,NA,Erbsen,gelb,Mandarine,orange,Bueroklammer,rot,Socken,braun,peas,yellow,34.57425742574257,33.063377484659206,27
AS,35,AF,NA,Sonnenbrille,gelb,Sonnenbrille,rot,Socken,braun,Socken,orange,suglasses,yellow,53.75247524752475,23.211379080353698,56
AS,36,NF,medium,Aprikose,rot,Bueroklammer,rot,Sonnenbrille,orange,Socken,braun,apricot,red,33.148514851485146,32.654061351878994,25
AS,37,ANF,NA,Banane,braun,Kartoffeln,orange,Socken,gelb,Avokado,gruen,banana,brown,27.643564356435643,28.333225781197537,22
AS,38,NF,typical,Erdbeere,rot,Socken,rot,Bueroklammer,orange,Sonnenbrille,orange,strawberry,red,99.35643564356435,2.7150843759111485,100
AS,39,AF,NA,Kirsche,gelb,Kirsche,gruen,Waescheklammer,orange,Zucchini,rot,cherry,yellow,1.386138613861386,3.9848972308698327,0
AS,40,ANF,NA,Erdbeere,rot,Banane,braun,Socken,orange,Aubergine,gruen,strawberry,red,99.35643564356435,2.7150843759111485,100
AS,41,AF,NA,Moehre,gruen,Moehre,orange,Socken,gelb,Aubergine,gelb,carrots,green,3.99009900990099,13.916533368267366,0
AS,42,NF,typical,Zitrone,gelb,Sonnenbrille,gelb,Socken,orange,Bueroklammer,rot,lemon,yellow,99.60396039603961,2.3794083631053837,100
AS,43,ANF,NA,Zitrone,gelb,Erdbeere,rot,Sonnenbrille,orange,Bueroklammer,orange,lemon,yellow,99.60396039603961,2.3794083631053837,100
AS,44,NF,medium,Banane,braun,Bueroklammer,braun,Birne,gruen,Avokado,gruen,banana,brown,27.643564356435643,28.333225781197537,22
AS,45,AF,NA,Paprika,braun,Paprika,rot,Aubergine,gruen,Socken,gelb,pepper,brown,7.772277227722772,16.440730633471745,0
AS,46,NF,medium,Kartoffeln,orange,Bueroklammer,orange,Socken,braun,Birne,rot,potatoes,orange,38.851485148514854,33.05370966733201,31
AS,47,ANF,NA,Walnuss,braun,Tomate,gruen,Waescheklammer,orange,Waescheklammer,gelb,walnut,brown,97.45544554455445,11.250355329922026,100
AS,48,AF,NA,Waescheklammer,orange,Waescheklammer,gelb,Bueroklammer,rot,Socken,braun,clothes.peg,orange,65.55445544554455,25.69999036868487,67
AS,49,NF,typical,Bohnen,gruen,Sonnenbrille,gruen,Avokado,gelb,Waescheklammer,orange,beans,green,96.81188118811882,7.065002294815097,100
AS,50,NF,typical,Mandarine,orange,Socken,orange,Waescheklammer,gelb,Aubergine,gelb,mandarine,orange,98.70297029702971,4.731901424280615,100
AS,51,AF,NA,Sonnenbrille,braun,Sonnenbrille,gruen,Bueroklammer,orange,Bueroklammer,rot,suglasses,brown,52.039603960396036,24.20327283326749,57
AS,52,NF,medium,Tomate,gruen,Bueroklammer,gruen,Waescheklammer,orange,Avokado,gelb,tomato,green,25.99009900990099,28.510522636214493,18
AS,53,AF,NA,Trauben,orange,Trauben,gelb,Avokado,gruen,Birne,rot,grapes,orange,5.871287128712871,14.374048397258605,0
AS,54,NF,atypical,Gurke,rot,Waescheklammer,rot,Aubergine,gelb,Bueroklammer,gruen,cucumber,red,0.8316831683168316,3.4498385670367044,0
AS,55,ANF,NA,Bohnen,gruen,Walnuss,braun,Waescheklammer,gelb,Socken,gelb,beans,green,96.81188118811882,7.065002294815097,100
AS,56,NF,atypical,Trauben,orange,Waescheklammer,orange,Avokado,gruen,Socken,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
AS,57,ANF,NA,Kartoffeln,orange,Erbsen,gelb,Aubergine,gruen,Birne,rot,potatoes,orange,38.851485148514854,33.05370966733201,31
AS,58,ANF,NA,Aprikose,rot,Bohnen,gruen,Socken,braun,Socken,orange,apricot,red,33.148514851485146,32.654061351878994,25
AS,59,NF,medium,Erbsen,gelb,Socken,gelb,Bueroklammer,rot,Bueroklammer,orange,peas,yellow,34.57425742574257,33.063377484659206,27
AS,60,NF,typical,Walnuss,braun,Waescheklammer,braun,Socken,gelb,Aubergine,gruen,walnut,brown,97.45544554455445,11.250355329922026,100
AS,61,ANF,NA,Tomate,gruen,Aprikose,rot,Bueroklammer,orange,Sonnenbrille,orange,tomato,green,25.99009900990099,28.510522636214493,18
AS,62,NF,atypical,Kirsche,gelb,Waescheklammer,gelb,Bueroklammer,gruen,Birne,gruen,cherry,yellow,1.386138613861386,3.9848972308698327,0
AS,63,AF,NA,Gurke,rot,Gurke,braun,Sonnenbrille,orange,Bueroklammer,orange,cucumber,red,0.8316831683168316,3.4498385670367044,0
AS,64,NF,atypical,Moehre,gruen,Socken,gruen,Birne,rot,Waescheklammer,gelb,carrots,green,3.99009900990099,13.916533368267366,0
AS,65,AF,NA,Socken,gruen,Socken,orange,Birne,rot,Waescheklammer,gelb,socks,green,58.504950495049506,27.195817238088743,63
AS,66,NF,atypical,Paprika,braun,Sonnenbrille,braun,Aubergine,gruen,Socken,orange,pepper,brown,7.772277227722772,16.440730633471745,0
AS,67,ANF,NA,Mandarine,orange,Zitrone,gelb,Birne,rot,Bueroklammer,rot,mandarine,orange,98.70297029702971,4.731901424280615,100
AS,68,AF,NA,Bueroklammer,rot,Bueroklammer,braun,Socken,orange,Sonnenbrille,orange,paper.clip,red,58.82178217821782,28.540285926950332,62
AS,69,ANF,NA,Erbsen,gelb,Mandarine,orange,Bueroklammer,rot,Socken,braun,peas,yellow,34.57425742574257,33.063377484659206,27
AS,70,AF,NA,Sonnenbrille,gelb,Sonnenbrille,rot,Socken,braun,Socken,orange,suglasses,yellow,53.75247524752475,23.211379080353698,56
