subject_id,object,colour,typicality,object_en,colour_en
2,Avocado,rot,0,avocado,red
2,Banane,blau,0,banana,blue
2,Banane,braun,0,banana,brown
2,Banane,gelb,100,banana,yellow
2,Banane,gruen,20,banana,green
2,Banane,rot,0,banana,red
2,Birne,blau,0,pear,blue
2,Birne,gruen,100,pear,green
2,Birne,lila,0,pear,lilac
2,Birne,orange,10,pear,orange
2,Birne,rot,0,pear,red
2,Bohnen,blau,0,beans,blue
2,Bohnen,gelb,0,beans,yellow
2,Bohnen,gruen,100,beans,green
2,Bohnen,orange,0,beans,orange
2,Bohnen,rot,0,beans,red
2,Bueroklammer,blau,19,paper.clip,blue
2,Bueroklammer,braun,40,paper.clip,brown
2,Bueroklammer,gelb,56,paper.clip,yellow
2,Bueroklammer,grau,72,paper.clip,gray
2,Bueroklammer,gruen,58,paper.clip,green
2,Bueroklammer,lila,33,paper.clip,lilac
2,Bueroklammer,orange,61,paper.clip,orange
2,Bueroklammer,rot,19,paper.clip,red
2,Bueroklammer,schwarz,78,paper.clip,black
2,Erbsen,blau,1,peas,blue
2,Erbsen,gelb,0,peas,yellow
2,Erbsen,gruen,100,peas,green
2,Erbsen,orange,0,peas,orange
2,Erbsen,rot,0,peas,red
2,Erdbeere,blau,0,strawberry,blue
2,Erdbeere,gelb,26,strawberry,yellow
2,Erdbeere,grau,0,strawberry,gray
2,Erdbeere,lila,0,strawberry,lilac
2,Erdbeere,rot,100,strawberry,red
2,Gurke,blau,0,cucumber,blue
2,Gurke,braun,0,cucumber,brown
2,Gurke,gelb,69,cucumber,yellow
2,Gurke,gruen,100,cucumber,green
2,Gurke,rot,0,cucumber,red
2,Kartoffeln,blau,0,potatoes,blue
2,Kartoffeln,braun,100,potatoes,brown
2,Kartoffeln,gruen,0,potatoes,green
2,Kartoffeln,orange,0,potatoes,orange
2,Kartoffeln,rot,0,potatoes,red
2,Kirsche,blau,0,cherry,blue
2,Kirsche,gelb,0,cherry,yellow
2,Kirsche,gruen,0,cherry,green
2,Kirsche,lila,0,cherry,lilac
2,Kirsche,rot,100,cherry,red
2,Mandarine,blau,0,mandarine,blue
2,Mandarine,gruen,0,mandarine,green
2,Mandarine,lila,0,mandarine,lilac
2,Mandarine,orange,100,mandarine,orange
2,Mandarine,rot,16,mandarine,red
2,Moehre,blau,0,carrots,blue
2,Moehre,gruen,0,carrots,green
2,Moehre,lila,35,carrots,lilac
2,Moehre,orange,100,carrots,orange
2,Moehre,rot,31,carrots,red
2,Paprika,blau,0,pepper,blue
2,Paprika,braun,0,pepper,brown
2,Paprika,gruen,78,pepper,green
2,Paprika,rot,100,pepper,red
2,Paprika,schwarz,0,pepper,black
2,Socken,blau,73,socks,blue
2,Socken,braun,91,socks,brown
2,Socken,gelb,39,socks,yellow
2,Socken,grau,98,socks,gray
2,Socken,gruen,70,socks,green
2,Socken,lila,74,socks,lilac
2,Socken,orange,63,socks,orange
2,Socken,rot,78,socks,red
2,Socken,schwarz,95,socks,black
2,Sonnenbrille,blau,84,suglasses,blue
2,Sonnenbrille,braun,73,suglasses,brown
2,Sonnenbrille,gelb,74,suglasses,yellow
2,Sonnenbrille,grau,97,suglasses,gray
2,Sonnenbrille,gruen,63,suglasses,green
2,Sonnenbrille,lila,65,suglasses,lilac
2,Sonnenbrille,orange,73,suglasses,orange
2,Sonnenbrille,rot,79,suglasses,red
2,Sonnenbrille,schwarz,100,suglasses,black
2,Tomate,blau,0,tomato,blue
2,Tomate,gelb,63,tomato,yellow
2,Tomate,gruen,0,tomato,green
2,Tomate,lila,8,tomato,lilac
2,Tomate,rot,100,tomato,red
2,Trauben,blau,67,grapes,blue
2,Trauben,gelb,22,grapes,yellow
2,Trauben,grau,13,grapes,gray
2,Trauben,orange,0,grapes,orange
2,Trauben,schwarz,100,grapes,black
2,Waescheklammer,blau,83,clothes.peg,blue
2,Waescheklammer,braun,80,clothes.peg,brown
2,Waescheklammer,gelb,64,clothes.peg,yellow
2,Waescheklammer,grau,79,clothes.peg,gray
2,Waescheklammer,gruen,86,clothes.peg,green
2,Waescheklammer,lila,74,clothes.peg,lilac
2,Waescheklammer,orange,62,clothes.peg,orange
2,Waescheklammer,rot,88,clothes.peg,red
2,Waescheklammer,schwarz,28,clothes.peg,black
2,Walnuss,blau,0,walnut,blue
2,Walnuss,braun,100,walnut,brown
2,Walnuss,gelb,0,walnut,yellow
2,Walnuss,gruen,0,walnut,green
2,Walnuss,rot,0,walnut,red
2,Zitrone,blau,0,lemon,blue
2,Zitrone,gelb,100,lemon,yellow
2,Zitrone,gruen,2,lemon,green
2,Zitrone,orange,0,lemon,orange
2,Zitrone,rot,0,lemon,red
2,Zucchini,blau,0,courgettes,blue
2,Zucchini,braun,0,courgettes,brown
2,Zucchini,gelb,0,courgettes,yellow
2,Zucchini,gruen,100,courgettes,green
2,Zucchini,rot,0,courgettes,red
3,Ananas,blau,0,pineapple,blue
3,Ananas,braun,100,pineapple,brown
3,Ananas,gruen,0,pineapple,green
3,Ananas,lila,0,pineapple,lilac
3,Ananas,rot,0,pineapple,red
3,Aprikose,blau,0,apricot,blue
3,Aprikose,gelb,100,apricot,yellow
3,Aprikose,gruen,53,apricot,green
3,Aprikose,lila,0,apricot,lilac
3,Aprikose,rot,0,apricot,red
3,Aubergine,blau,63,aubergine,blue
3,Aubergine,gelb,58,aubergine,yellow
3,Aubergine,gruen,60,aubergine,green
3,Aubergine,rot,0,aubergine,red
3,Aubergine,schwarz,100,aubergine,black
3,Avocado,blau,0,avocado,blue
3,Avocado,gelb,2,avocado,yellow
3,Avocado,gruen,100,avocado,green
3,Avocado,lila,0,avocado,lilac
3,Avocado,rot,0,avocado,red
3,Banane,blau,0,banana,blue
3,Banane,braun,64,banana,brown
3,Banane,gelb,100,banana,yellow
3,Banane,gruen,0,banana,green
3,Banane,rot,0,banana,red
3,Birne,blau,0,pear,blue
3,Birne,gruen,97,pear,green
3,Birne,lila,0,pear,lilac
3,Birne,orange,58,pear,orange
3,Birne,rot,0,pear,red
3,Bohnen,blau,0,beans,blue
3,Bohnen,gelb,84,beans,yellow
3,Bohnen,gruen,100,beans,green
3,Bohnen,orange,24,beans,orange
3,Bohnen,rot,0,beans,red
3,Bueroklammer,blau,77,paper.clip,blue
3,Bueroklammer,braun,60,paper.clip,brown
3,Bueroklammer,gelb,65,paper.clip,yellow
3,Bueroklammer,grau,100,paper.clip,gray
3,Bueroklammer,gruen,66,paper.clip,green
3,Bueroklammer,lila,72,paper.clip,lilac
3,Bueroklammer,orange,80,paper.clip,orange
3,Bueroklammer,rot,71,paper.clip,red
3,Bueroklammer,schwarz,79,paper.clip,black
3,Erbsen,blau,4,peas,blue
3,Erbsen,gelb,56,peas,yellow
3,Erbsen,gruen,100,peas,green
3,Erbsen,orange,19,peas,orange
3,Erbsen,rot,6,peas,red
3,Erdbeere,blau,0,strawberry,blue
3,Erdbeere,gelb,56,strawberry,yellow
3,Erdbeere,grau,56,strawberry,gray
3,Erdbeere,lila,0,strawberry,lilac
3,Erdbeere,rot,100,strawberry,red
3,Gurke,blau,0,cucumber,blue
3,Gurke,braun,24,cucumber,brown
3,Gurke,gelb,58,cucumber,yellow
3,Gurke,gruen,100,cucumber,green
3,Gurke,rot,0,cucumber,red
3,Kartoffeln,blau,63,potatoes,blue
3,Kartoffeln,braun,100,potatoes,brown
3,Kartoffeln,gruen,23,potatoes,green
3,Kartoffeln,orange,76,potatoes,orange
3,Kartoffeln,rot,60,potatoes,red
3,Kirsche,blau,0,cherry,blue
3,Kirsche,gelb,27,cherry,yellow
3,Kirsche,gruen,0,cherry,green
3,Kirsche,lila,0,cherry,lilac
3,Kirsche,rot,100,cherry,red
3,Mandarine,blau,0,mandarine,blue
3,Mandarine,gruen,57,mandarine,green
3,Mandarine,lila,0,mandarine,lilac
3,Mandarine,orange,100,mandarine,orange
3,Mandarine,rot,0,mandarine,red
3,Moehre,blau,0,carrots,blue
3,Moehre,gruen,0,carrots,green
3,Moehre,lila,0,carrots,lilac
3,Moehre,orange,100,carrots,orange
3,Moehre,rot,57,carrots,red
3,Paprika,blau,0,pepper,blue
3,Paprika,braun,66,pepper,brown
3,Paprika,gruen,100,pepper,green
3,Paprika,rot,99,pepper,red
3,Paprika,schwarz,29,pepper,black
3,Socken,blau,68,socks,blue
3,Socken,braun,78,socks,brown
3,Socken,gelb,64,socks,yellow
3,Socken,grau,83,socks,gray
3,Socken,gruen,62,socks,green
3,Socken,lila,60,socks,lilac
3,Socken,orange,59,socks,orange
3,Socken,rot,78,socks,red
3,Socken,schwarz,100,socks,black
3,Sonnenbrille,blau,86,suglasses,blue
3,Sonnenbrille,braun,59,suglasses,brown
3,Sonnenbrille,gelb,78,suglasses,yellow
3,Sonnenbrille,grau,63,suglasses,gray
3,Sonnenbrille,gruen,60,suglasses,green
3,Sonnenbrille,lila,63,suglasses,lilac
3,Sonnenbrille,orange,66,suglasses,orange
3,Sonnenbrille,rot,77,suglasses,red
3,Sonnenbrille,schwarz,72,suglasses,black
3,Tomate,blau,0,tomato,blue
3,Tomate,gelb,70,tomato,yellow
3,Tomate,gruen,66,tomato,green
3,Tomate,lila,0,tomato,lilac
3,Tomate,rot,100,tomato,red
3,Trauben,blau,63,grapes,blue
3,Trauben,gelb,54,grapes,yellow
3,Trauben,grau,12,grapes,gray
3,Trauben,orange,5,grapes,orange
3,Trauben,schwarz,100,grapes,black
3,Waescheklammer,blau,88,clothes.peg,blue
3,Waescheklammer,braun,84,clothes.peg,brown
3,Waescheklammer,gelb,89,clothes.peg,yellow
3,Waescheklammer,grau,75,clothes.peg,gray
3,Waescheklammer,gruen,85,clothes.peg,green
3,Waescheklammer,lila,79,clothes.peg,lilac
3,Waescheklammer,orange,79,clothes.peg,orange
3,Waescheklammer,rot,90,clothes.peg,red
3,Waescheklammer,schwarz,69,clothes.peg,black
3,Walnuss,blau,0,walnut,blue
3,Walnuss,braun,100,walnut,brown
3,Walnuss,gelb,15,walnut,yellow
3,Walnuss,gruen,41,walnut,green
3,Walnuss,rot,0,walnut,red
3,Zitrone,blau,0,lemon,blue
3,Zitrone,gelb,100,lemon,yellow
3,Zitrone,gruen,58,lemon,green
3,Zitrone,orange,0,lemon,orange
3,Zitrone,rot,0,lemon,red
3,Zucchini,blau,0,courgettes,blue
3,Zucchini,braun,57,courgettes,brown
3,Zucchini,gelb,32,courgettes,yellow
3,Zucchini,gruen,100,courgettes,green
3,Zucchini,rot,0,courgettes,red
4,Ananas,blau,0,pineapple,blue
4,Ananas,braun,100,pineapple,brown
4,Ananas,gruen,0,pineapple,green
4,Ananas,lila,0,pineapple,lilac
4,Ananas,rot,0,pineapple,red
4,Aprikose,blau,0,apricot,blue
4,Aprikose,gelb,100,apricot,yellow
4,Aprikose,gruen,0,apricot,green
4,Aprikose,lila,0,apricot,lilac
4,Aprikose,rot,0,apricot,red
4,Aubergine,blau,0,aubergine,blue
4,Aubergine,gelb,0,aubergine,yellow
4,Aubergine,gruen,14,aubergine,green
4,Aubergine,rot,0,aubergine,red
4,Aubergine,schwarz,100,aubergine,black
4,Avocado,blau,0,avocado,blue
4,Avocado,gelb,16,avocado,yellow
4,Avocado,gruen,100,avocado,green
4,Avocado,lila,0,avocado,lilac
4,Avocado,rot,0,avocado,red
4,Banane,blau,0,banana,blue
4,Banane,braun,0,banana,brown
4,Banane,gelb,100,banana,yellow
4,Banane,gruen,40,banana,green
4,Banane,rot,0,banana,red
4,Birne,blau,0,pear,blue
4,Birne,gruen,100,pear,green
4,Birne,lila,0,pear,lilac
4,Birne,orange,75,pear,orange
4,Birne,rot,12,pear,red
4,Bohnen,blau,0,beans,blue
4,Bohnen,gelb,0,beans,yellow
4,Bohnen,gruen,100,beans,green
4,Bohnen,orange,0,beans,orange
4,Bohnen,rot,0,beans,red
4,Bueroklammer,blau,69,paper.clip,blue
4,Bueroklammer,braun,71,paper.clip,brown
4,Bueroklammer,gelb,61,paper.clip,yellow
4,Bueroklammer,grau,68,paper.clip,gray
4,Bueroklammer,gruen,74,paper.clip,green
4,Bueroklammer,lila,75,paper.clip,lilac
4,Bueroklammer,orange,39,paper.clip,orange
4,Bueroklammer,rot,50,paper.clip,red
4,Bueroklammer,schwarz,56,paper.clip,black
4,Erbsen,blau,2,peas,blue
4,Erbsen,gelb,85,peas,yellow
4,Erbsen,gruen,100,peas,green
4,Erbsen,orange,0,peas,orange
4,Erbsen,rot,0,peas,red
4,Erdbeere,blau,1,strawberry,blue
4,Erdbeere,gelb,0,strawberry,yellow
4,Erdbeere,grau,0,strawberry,gray
4,Erdbeere,lila,0,strawberry,lilac
4,Erdbeere,rot,100,strawberry,red
4,Gurke,blau,0,cucumber,blue
4,Gurke,braun,0,cucumber,brown
4,Gurke,gelb,22,cucumber,yellow
4,Gurke,gruen,100,cucumber,green
4,Gurke,rot,0,cucumber,red
4,Kartoffeln,blau,0,potatoes,blue
4,Kartoffeln,braun,100,potatoes,brown
4,Kartoffeln,gruen,0,potatoes,green
4,Kartoffeln,orange,0,potatoes,orange
4,Kartoffeln,rot,67,potatoes,red
4,Kirsche,blau,0,cherry,blue
4,Kirsche,gelb,0,cherry,yellow
4,Kirsche,gruen,0,cherry,green
4,Kirsche,lila,0,cherry,lilac
4,Kirsche,rot,100,cherry,red
4,Mandarine,blau,0,mandarine,blue
4,Mandarine,gruen,0,mandarine,green
4,Mandarine,lila,0,mandarine,lilac
4,Mandarine,orange,100,mandarine,orange
4,Mandarine,rot,0,mandarine,red
4,Moehre,blau,0,carrots,blue
4,Moehre,gruen,0,carrots,green
4,Moehre,lila,0,carrots,lilac
4,Moehre,orange,100,carrots,orange
4,Moehre,rot,0,carrots,red
4,Paprika,blau,0,pepper,blue
4,Paprika,braun,0,pepper,brown
4,Paprika,gruen,90,pepper,green
4,Paprika,rot,100,pepper,red
4,Paprika,schwarz,0,pepper,black
4,Socken,blau,80,socks,blue
4,Socken,braun,63,socks,brown
4,Socken,gelb,27,socks,yellow
4,Socken,grau,94,socks,gray
4,Socken,gruen,92,socks,green
4,Socken,lila,64,socks,lilac
4,Socken,orange,67,socks,orange
4,Socken,rot,64,socks,red
4,Socken,schwarz,100,socks,black
4,Sonnenbrille,blau,89,suglasses,blue
4,Sonnenbrille,braun,42,suglasses,brown
4,Sonnenbrille,gelb,67,suglasses,yellow
4,Sonnenbrille,grau,35,suglasses,gray
4,Sonnenbrille,gruen,100,suglasses,green
4,Sonnenbrille,lila,80,suglasses,lilac
4,Sonnenbrille,orange,69,suglasses,orange
4,Sonnenbrille,rot,88,suglasses,red
4,Sonnenbrille,schwarz,100,suglasses,black
4,Tomate,blau,0,tomato,blue
4,Tomate,gelb,24,tomato,yellow
4,Tomate,gruen,76,tomato,green
4,Tomate,lila,0,tomato,lilac
4,Tomate,rot,100,tomato,red
4,Trauben,blau,100,grapes,blue
4,Trauben,gelb,82,grapes,yellow
4,Trauben,grau,0,grapes,gray
4,Trauben,orange,0,grapes,orange
4,Trauben,schwarz,100,grapes,black
4,Waescheklammer,blau,70,clothes.peg,blue
4,Waescheklammer,braun,48,clothes.peg,brown
4,Waescheklammer,gelb,75,clothes.peg,yellow
4,Waescheklammer,grau,31,clothes.peg,gray
4,Waescheklammer,gruen,70,clothes.peg,green
4,Waescheklammer,lila,79,clothes.peg,lilac
4,Waescheklammer,orange,65,clothes.peg,orange
4,Waescheklammer,rot,92,clothes.peg,red
4,Waescheklammer,schwarz,0,clothes.peg,black
4,Walnuss,blau,0,walnut,blue
4,Walnuss,braun,100,walnut,brown
4,Walnuss,gelb,0,walnut,yellow
4,Walnuss,gruen,0,walnut,green
4,Walnuss,rot,0,walnut,red
4,Zitrone,blau,0,lemon,blue
4,Zitrone,gelb,100,lemon,yellow
4,Zitrone,gruen,0,lemon,green
4,Zitrone,orange,11,lemon,orange
4,Zitrone,rot,0,lemon,red
4,Zucchini,blau,0,courgettes,blue
4,Zucchini,braun,0,courgettes,brown
4,Zucchini,gelb,11,courgettes,yellow
4,Zucchini,gruen,100,courgettes,green
4,Zucchini,rot,0,courgettes,red
5,Ananas,blau,1,pineapple,blue
5,Ananas,braun,100,pineapple,brown
5,Ananas,gruen,2,pineapple,green
5,Ananas,lila,0,pineapple,lilac
5,Ananas,rot,0,pineapple,red
5,Aprikose,blau,0,apricot,blue
5,Aprikose,gelb,70,apricot,yellow
5,Aprikose,gruen,0,apricot,green
5,Aprikose,lila,0,apricot,lilac
5,Aprikose,rot,26,apricot,red
5,Aubergine,blau,22,aubergine,blue
5,Aubergine,gelb,6,aubergine,yellow
5,Aubergine,gruen,4,aubergine,green
5,Aubergine,rot,0,aubergine,red
5,Aubergine,schwarz,100,aubergine,black
5,Avocado,blau,0,avocado,blue
5,Avocado,gelb,27,avocado,yellow
5,Avocado,gruen,92,avocado,green
5,Avocado,lila,0,avocado,lilac
5,Avocado,rot,0,avocado,red
5,Banane,blau,0,banana,blue
5,Banane,braun,0,banana,brown
5,Banane,gelb,97,banana,yellow
5,Banane,gruen,0,banana,green
5,Banane,rot,0,banana,red
5,Birne,blau,0,pear,blue
5,Birne,gruen,100,pear,green
5,Birne,lila,0,pear,lilac
5,Birne,orange,9,pear,orange
5,Birne,rot,23,pear,red
5,Bohnen,blau,0,beans,blue
5,Bohnen,gelb,0,beans,yellow
5,Bohnen,gruen,84,beans,green
5,Bohnen,orange,15,beans,orange
5,Bohnen,rot,0,beans,red
5,Bueroklammer,blau,74,paper.clip,blue
5,Bueroklammer,braun,62,paper.clip,brown
5,Bueroklammer,gelb,0,paper.clip,yellow
5,Bueroklammer,grau,100,paper.clip,gray
5,Bueroklammer,gruen,65,paper.clip,green
5,Bueroklammer,lila,44,paper.clip,lilac
5,Bueroklammer,orange,72,paper.clip,orange
5,Bueroklammer,rot,47,paper.clip,red
5,Bueroklammer,schwarz,75,paper.clip,black
5,Erbsen,blau,0,peas,blue
5,Erbsen,gelb,58,peas,yellow
5,Erbsen,gruen,99,peas,green
5,Erbsen,orange,3,peas,orange
5,Erbsen,rot,2,peas,red
5,Erdbeere,blau,0,strawberry,blue
5,Erdbeere,gelb,5,strawberry,yellow
5,Erdbeere,grau,0,strawberry,gray
5,Erdbeere,lila,1,strawberry,lilac
5,Erdbeere,rot,100,strawberry,red
5,Gurke,blau,0,cucumber,blue
5,Gurke,braun,7,cucumber,brown
5,Gurke,gelb,72,cucumber,yellow
5,Gurke,gruen,96,cucumber,green
5,Gurke,rot,0,cucumber,red
5,Kartoffeln,blau,0,potatoes,blue
5,Kartoffeln,braun,88,potatoes,brown
5,Kartoffeln,gruen,0,potatoes,green
5,Kartoffeln,orange,9,potatoes,orange
5,Kartoffeln,rot,0,potatoes,red
5,Kirsche,blau,4,cherry,blue
5,Kirsche,gelb,0,cherry,yellow
5,Kirsche,gruen,0,cherry,green
5,Kirsche,lila,0,cherry,lilac
5,Kirsche,rot,100,cherry,red
5,Mandarine,blau,0,mandarine,blue
5,Mandarine,gruen,0,mandarine,green
5,Mandarine,lila,0,mandarine,lilac
5,Mandarine,orange,100,mandarine,orange
5,Mandarine,rot,2,mandarine,red
5,Moehre,blau,0,carrots,blue
5,Moehre,gruen,9,carrots,green
5,Moehre,lila,0,carrots,lilac
5,Moehre,orange,100,carrots,orange
5,Moehre,rot,59,carrots,red
5,Paprika,blau,0,pepper,blue
5,Paprika,braun,8,pepper,brown
5,Paprika,gruen,61,pepper,green
5,Paprika,rot,98,pepper,red
5,Paprika,schwarz,0,pepper,black
5,Socken,blau,96,socks,blue
5,Socken,braun,72,socks,brown
5,Socken,gelb,35,socks,yellow
5,Socken,grau,100,socks,gray
5,Socken,gruen,79,socks,green
5,Socken,lila,38,socks,lilac
5,Socken,orange,39,socks,orange
5,Socken,rot,23,socks,red
5,Socken,schwarz,95,socks,black
5,Sonnenbrille,blau,70,suglasses,blue
5,Sonnenbrille,braun,81,suglasses,brown
5,Sonnenbrille,gelb,53,suglasses,yellow
5,Sonnenbrille,grau,100,suglasses,gray
5,Sonnenbrille,gruen,53,suglasses,green
5,Sonnenbrille,lila,57,suglasses,lilac
5,Sonnenbrille,orange,79,suglasses,orange
5,Sonnenbrille,rot,71,suglasses,red
5,Sonnenbrille,schwarz,100,suglasses,black
5,Tomate,blau,0,tomato,blue
5,Tomate,gelb,25,tomato,yellow
5,Tomate,gruen,0,tomato,green
5,Tomate,lila,0,tomato,lilac
5,Tomate,rot,100,tomato,red
5,Trauben,blau,69,grapes,blue
5,Trauben,gelb,0,grapes,yellow
5,Trauben,grau,89,grapes,gray
5,Trauben,orange,0,grapes,orange
5,Trauben,schwarz,93,grapes,black
5,Waescheklammer,blau,77,clothes.peg,blue
5,Waescheklammer,braun,68,clothes.peg,brown
5,Waescheklammer,gelb,77,clothes.peg,yellow
5,Waescheklammer,grau,34,clothes.peg,gray
5,Waescheklammer,gruen,82,clothes.peg,green
5,Waescheklammer,lila,72,clothes.peg,lilac
5,Waescheklammer,orange,87,clothes.peg,orange
5,Waescheklammer,rot,78,clothes.peg,red
5,Waescheklammer,schwarz,72,clothes.peg,black
5,Walnuss,blau,0,walnut,blue
5,Walnuss,braun,91,walnut,brown
5,Walnuss,gelb,0,walnut,yellow
5,Walnuss,gruen,0,walnut,green
5,Walnuss,rot,8,walnut,red
5,Zitrone,blau,0,lemon,blue
5,Zitrone,gelb,100,lemon,yellow
5,Zitrone,gruen,0,lemon,green
