prolific id,object,typicality,colour
58fcdb42f13c06000178158e,Ananas,0,blau
59106a92f601090001e80bc3,Ananas,0,blau
5910dcc2fe518b00016bcf54,Ananas,0,blau
5911c0655cad2600016032bd,Ananas,0,blau
591aac50ef20c600015d8c5d,Ananas,0,blau
5936c165b48adb00012c2e57,Ananas,0,blau
593862706c168c0001778103,Ananas,0,blau
593ed931d7edb800015241ce,Ananas,0,blau
59410604771f6b00014b211a,Ananas,0,blau
594277843b74ac0001bcffd8,Ananas,0,blau
595173d9b2e8430001ea4534,Ananas,0,blau
59523878db484a000192740a,Ananas,0,blau
595d9fd27c76640001aa9a23,Ananas,0,blau
5962799cb752840001ca478b,Ananas,0,blau
5963992cc11b6a0001dc23a7,Ananas,0,blau
596d076a6956b40001c5a0f3,Ananas,0,blau
5973a554bfd3ae000163b016,Ananas,0,blau
59764a877f87260001cd5922,Ananas,0,blau
597e1349bedf280001dc3cb8,Ananas,0,blau
597fd10861bd0600015b2982,Ananas,0,blau
59823fc104619b00011a86c7,Ananas,1,blau
59879ae7e8d50e0001d7c2f7,Ananas,0,blau
598d90057d29e7000173008b,Ananas,0,blau
59944800004c4f0001cc8353,Ananas,0,blau
5994da8acf1d1700016efa92,Ananas,0,blau
59959cb87a4189000118bad2,Ananas,0,blau
5996673d7c41bc00012e5edb,Ananas,0,blau
5996fb9d05a0e30001f1fda3,Ananas,0,blau
59970d0e1b3d95000121f6f8,Ananas,0,blau
599b3cedd0bcd10001dd939a,Ananas,0,blau
599c5fd46c165e000113ff35,Ananas,0,blau
599c8b82a7b2400001523ad0,Ananas,0,blau
59a046605fd74b0001abf8a6,Ananas,0,blau
59a426b35fd74b0001abfa4f,Ananas,0,blau
59a7d65958754f00010e5d41,Ananas,0,blau
59a875f92d73c00001e5c7a9,Ananas,4,blau
59a9490a5e7f4800010eecd9,Ananas,0,blau
59ab14692ab6b80001a7dfe7,Ananas,0,blau
59b100dec59c9900018d35af,Ananas,0,blau
59b141dac05bb50001eb3847,Ananas,0,blau
59b2e824b3fbb80001c9e82f,Ananas,0,blau
59b3b5892a78fd00010b8652,Ananas,0,blau
59b471a88d02850001a6c35e,Ananas,0,blau
59b787003849cf0001937521,Ananas,0,blau
59baa6293c45a10001ccbfb4,Ananas,0,blau
59bd18060ac77f0001f05891,Ananas,0,blau
59cd1375f7b7a00001197f96,Ananas,0,blau
59cd43bea5bbdd0001bf4552,Ananas,0,blau
57cd94d892da98000100c457,Ananas,0,blau
58a20857c5bcf000011b09ff,Ananas,0,blau
58d4ebdec8677b0001a2107b,Ananas,0,blau
59b90b44d793b40001459a7c,Ananas,0,blau
591a1f4800a5650001276188,Ananas,0,blau
53c3b85bfdf99b5098c22fe7,Ananas,17,gruen
54229310fdf99b7732b92a9a,Ananas,0,gruen
556958d1fdf99b7af5d5b21a,Ananas,0,gruen
556b20befdf99b376b5eda91,Ananas,0,gruen
556db04dfdf99b26054b1768,Ananas,2,gruen
556db1d1fdf99b26054b1774,Ananas,4,gruen
55ae3776fdf99b364e5699f1,Ananas,0,gruen
55c62a07fdf99b43b969fe89,Ananas,0,gruen
56310c53597d1f0005f63c73,Ananas,32,gruen
564f52ab9b124900107eb516,Ananas,0,gruen
565248ccfea9c60012c5cc62,Ananas,0,gruen
565f62d36f9757000a7cb9ba,Ananas,0,gruen
56adcc095ea7aa000bbdfb86,Ananas,0,gruen
56c549b2f7cc2f00067e126b,Ananas,64,gruen
56cb572b73cd5b0006f79acd,Ananas,0,gruen
56cef682b009e1000ca736a9,Ananas,19,gruen
56d880124a9be1000553fbd6,Ananas,0,gruen
56d8ed30d13f6b000c542ce7,Ananas,0,gruen
56ec142b388e1d000c58d226,Ananas,1,gruen
56edc8ca8ff0c5000d2aa9b6,Ananas,0,gruen
5730eee0dd6617000ed94533,Ananas,0,gruen
5736534414f69e001076759a,Ananas,0,gruen
574b73a65e5491000e3c5470,Ananas,43,gruen
574ebdffb40eae00119f4995,Ananas,0,gruen
575870fc768081000631a2ce,Ananas,0,gruen
575ea5112326af0007e5243b,Ananas,0,gruen
577ba2edd8e8880001b31239,Ananas,16,gruen
5783d1bbc9abeb0001af18da,Ananas,13,gruen
57900573dcff7d0001c7bb68,Ananas,0,gruen
57b1e8fdf4543d00016e1f7c,Ananas,0,gruen
57dffbe3dcda780001a0e34f,Ananas,0,gruen
57e0f94c89fea700017297e7,Ananas,0,gruen
580bac6608adab00011f594a,Ananas,0,gruen
58110cfec7679900017ed0fc,Ananas,0,gruen
582630568061bd0001327245,Ananas,0,gruen
5837f24d06536a0001c24e7a,Ananas,0,gruen
585bc9fc0eace7000143a341,Ananas,0,gruen
588856d049bc00000188786d,Ananas,19,gruen
588fb41b15fdbf00012f2b6a,Ananas,5,gruen
589b8ade9b4be40001fdc60b,Ananas,4,gruen
58ac7deaef58a9000119d2e7,Ananas,8,gruen
58add914ef58a9000119d98c,Ananas,0,gruen
58bd8e262e4dc0000164b084,Ananas,27,gruen
58c14f4bffafa30001cfc733,Ananas,40,gruen
58c6531293dac30001d49cc4,Ananas,0,gruen
58d2cccbad1e550001c5d2c5,Ananas,0,gruen
58e3d4be6c33030001ac64ad,Ananas,0,gruen
58f5dd2b40baf30001229be9,Ananas,21,gruen
58fcdb42f13c06000178158e,Ananas,0,gruen
59106a92f601090001e80bc3,Ananas,0,gruen
5910dcc2fe518b00016bcf54,Ananas,0,gruen
5911c0655cad2600016032bd,Ananas,8,gruen
591aac50ef20c600015d8c5d,Ananas,0,gruen
5936c165b48adb00012c2e57,Ananas,37,gruen
593862706c168c0001778103,Ananas,45,gruen
593ed931d7edb800015241ce,Ananas,0,gruen
59410604771f6b00014b211a,Ananas,100,gruen
594277843b74ac0001bcffd8,Ananas,0,gruen
595173d9b2e8430001ea4534,Ananas,0,gruen
59523878db484a000192740a,Ananas,6,gruen
595d9fd27c76640001aa9a23,Ananas,23,gruen
5962799cb752840001ca478b,Ananas,0,gruen
5963992cc11b6a0001dc23a7,Ananas,0,gruen
596d076a6956b40001c5a0f3,Ananas,0,gruen
5973a554bfd3ae000163b016,Ananas,0,gruen
59764a877f87260001cd5922,Ananas,12,gruen
597e1349bedf280001dc3cb8,Ananas,0,gruen
597fd10861bd0600015b2982,Ananas,21,gruen
59823fc104619b00011a86c7,Ananas,18,gruen
59879ae7e8d50e0001d7c2f7,Ananas,0,gruen
598d90057d29e7000173008b,Ananas,28,gruen
59944800004c4f0001cc8353,Ananas,26,gruen
5994da8acf1d1700016efa92,Ananas,0,gruen
59959cb87a4189000118bad2,Ananas,0,gruen
5996673d7c41bc00012e5edb,Ananas,0,gruen
5996fb9d05a0e30001f1fda3,Ananas,0,gruen
59970d0e1b3d95000121f6f8,Ananas,0,gruen
599b3cedd0bcd10001dd939a,Ananas,0,gruen
599c5fd46c165e000113ff35,Ananas,0,gruen
599c8b82a7b2400001523ad0,Ananas,2,gruen
59a046605fd74b0001abf8a6,Ananas,100,gruen
59a426b35fd74b0001abfa4f,Ananas,0,gruen
59a7d65958754f00010e5d41,Ananas,0,gruen
59a875f92d73c00001e5c7a9,Ananas,23,gruen
59a9490a5e7f4800010eecd9,Ananas,0,gruen
59ab14692ab6b80001a7dfe7,Ananas,32,gruen
59b100dec59c9900018d35af,Ananas,0,gruen
59b141dac05bb50001eb3847,Ananas,0,gruen
59b2e824b3fbb80001c9e82f,Ananas,36,gruen
59b3b5892a78fd00010b8652,Ananas,0,gruen
59b471a88d02850001a6c35e,Ananas,0,gruen
59b787003849cf0001937521,Ananas,0,gruen
59baa6293c45a10001ccbfb4,Ananas,0,gruen
59bd18060ac77f0001f05891,Ananas,0,gruen
59cd1375f7b7a00001197f96,Ananas,21,gruen
59cd43bea5bbdd0001bf4552,Ananas,0,gruen
57cd94d892da98000100c410,Ananas,17,gruen
58a20857c5bcf000011b09ff,Ananas,0,gruen
58d4ebdec8677b0001a2107b,Ananas,0,gruen
59b90b44d793b40001459a7c,Ananas,3,gruen
591a1f4800a5650001276188,Ananas,8,gruen
53c3b85bfdf99b5098c22fe7,Ananas,0,lila
54229310fdf99b7732b92a9a,Ananas,0,lila
556958d1fdf99b7af5d5b21a,Ananas,0,lila
556b20befdf99b376b5eda91,Ananas,0,lila
556db04dfdf99b26054b1768,Ananas,0,lila
556db1d1fdf99b26054b1774,Ananas,0,lila
55ae3776fdf99b364e5699f1,Ananas,0,lila
55c62a07fdf99b43b969fe89,Ananas,0,lila
56310c53597d1f0005f63c73,Ananas,0,lila
564f52ab9b124900107eb516,Ananas,0,lila
565248ccfea9c60012c5cc62,Ananas,0,lila
565f62d36f9757000a7cb9ba,Ananas,0,lila
56adcc095ea7aa000bbdfb86,Ananas,0,lila
56c549b2f7cc2f00067e126b,Ananas,0,lila
56cb572b73cd5b0006f79acd,Ananas,0,lila
56cef682b009e1000ca736a9,Ananas,2,lila
56d880124a9be1000553fbd6,Ananas,0,lila
56d8ed30d13f6b000c542ce7,Ananas,0,lila
56ec142b388e1d000c58d226,Ananas,2,lila
56edc8ca8ff0c5000d2aa9b6,Ananas,0,lila
5730eee0dd6617000ed94533,Ananas,0,lila
5736534414f69e001076759a,Ananas,0,lila
574b73a65e5491000e3c5470,Ananas,1,lila
574ebdffb40eae00119f4995,Ananas,0,lila
575870fc768081000631a2ce,Ananas,0,lila
575ea5112326af0007e5243b,Ananas,0,lila
577ba2edd8e8880001b31239,Ananas,26,lila
5783d1bbc9abeb0001af18da,Ananas,0,lila
57900573dcff7d0001c7bb68,Ananas,0,lila
57b1e8fdf4543d00016e1f7c,Ananas,0,lila
57dffbe3dcda780001a0e34f,Ananas,0,lila
57e0f94c89fea700017297e7,Ananas,0,lila
580bac6608adab00011f594a,Ananas,0,lila
58110cfec7679900017ed0fc,Ananas,0,lila
582630568061bd0001327245,Ananas,0,lila
5837f24d06536a0001c24e7a,Ananas,0,lila
585bc9fc0eace7000143a341,Ananas,0,lila
588856d049bc00000188786d,Ananas,0,lila
588fb41b15fdbf00012f2b6a,Ananas,0,lila
589b8ade9b4be40001fdc60b,Ananas,0,lila
58ac7deaef58a9000119d2e7,Ananas,0,lila
58add914ef58a9000119d98c,Ananas,0,lila
58bd8e262e4dc0000164b084,Ananas,0,lila
58c14f4bffafa30001cfc733,Ananas,0,lila
58c6531293dac30001d49cc4,Ananas,0,lila
58d2cccbad1e550001c5d2c5,Ananas,0,lila
58e3d4be6c33030001ac64ad,Ananas,2,lila
58f5dd2b40baf30001229be9,Ananas,0,lila
58fcdb42f13c06000178158e,Ananas,0,lila
59106a92f601090001e80bc3,Ananas,0,lila
5910dcc2fe518b00016bcf54,Ananas,0,lila
5911c0655cad2600016032bd,Ananas,0,lila
591aac50ef20c600015d8c5d,Ananas,0,lila
5936c165b48adb00012c2e57,Ananas,0,lila
593862706c168c0001778103,Ananas,0,lila
593ed931d7edb800015241ce,Ananas,0,lila
59410604771f6b00014b211a,Ananas,0,lila
594277843b74ac0001bcffd8,Ananas,0,lila
595173d9b2e8430001ea4534,Ananas,0,lila
59523878db484a000192740a,Ananas,0,lila
595d9fd27c76640001aa9a23,Ananas,0,lila
5962799cb752840001ca478b,Ananas,0,lila
5963992cc11b6a0001dc23a7,Ananas,0,lila
596d076a6956b40001c5a0f3,Ananas,0,lila
5973a554bfd3ae000163b016,Ananas,0,lila
59764a877f87260001cd5922,Ananas,0,lila
597e1349bedf280001dc3cb8,Ananas,0,lila
597fd10861bd0600015b2982,Ananas,3,lila
59823fc104619b00011a86c7,Ananas,0,lila
59879ae7e8d50e0001d7c2f7,Ananas,0,lila
598d90057d29e7000173008b,Ananas,0,lila
59944800004c4f0001cc8353,Ananas,0,lila
5994da8acf1d1700016efa92,Ananas,0,lila
59959cb87a4189000118bad2,Ananas,0,lila
5996673d7c41bc00012e5edb,Ananas,0,lila
5996fb9d05a0e30001f1fda3,Ananas,0,lila
59970d0e1b3d95000121f6f8,Ananas,0,lila
599b3cedd0bcd10001dd939a,Ananas,0,lila
599c5fd46c165e000113ff35,Ananas,0,lila
599c8b82a7b2400001523ad0,Ananas,0,lila
59a046605fd74b0001abf8a6,Ananas,0,lila
59a426b35fd74b0001abfa4f,Ananas,0,lila
59a7d65958754f00010e5d41,Ananas,0,lila
59a875f92d73c00001e5c7a9,Ananas,3,lila
59a9490a5e7f4800010eecd9,Ananas,100,lila
59ab14692ab6b80001a7dfe7,Ananas,0,lila
59b100dec59c9900018d35af,Ananas,0,lila
59b141dac05bb50001eb3847,Ananas,0,lila
59b2e824b3fbb80001c9e82f,Ananas,0,lila
59b3b5892a78fd00010b8652,Ananas,0,lila
59b471a88d02850001a6c35e,Ananas,0,lila
59b787003849cf0001937521,Ananas,0,lila
59baa6293c45a10001ccbfb4,Ananas,0,lila
59bd18060ac77f0001f05891,Ananas,0,lila
59cd1375f7b7a00001197f96,Ananas,0,lila
59cd43bea5bbdd0001bf4552,Ananas,0,lila
57cd94d892da98000100c409,Ananas,0,lila
58a20857c5bcf000011b09ff,Ananas,0,lila
58d4ebdec8677b0001a2107b,Ananas,0,lila
59b90b44d793b40001459a7c,Ananas,0,lila
591a1f4800a5650001276188,Ananas,0,lila
53c3b85bfdf99b5098c22fe7,Ananas,100,braun
54229310fdf99b7732b92a9a,Ananas,100,braun
556958d1fdf99b7af5d5b21a,Ananas,100,braun
556b20befdf99b376b5eda91,Ananas,100,braun
556db04dfdf99b26054b1768,Ananas,100,braun
556db1d1fdf99b26054b1774,Ananas,100,braun
55ae3776fdf99b364e5699f1,Ananas,100,braun
55c62a07fdf99b43b969fe89,Ananas,100,braun
56310c53597d1f0005f63c73,Ananas,100,braun
564f52ab9b124900107eb516,Ananas,100,braun
565248ccfea9c60012c5cc62,Ananas,100,braun
565f62d36f9757000a7cb9ba,Ananas,100,braun
56adcc095ea7aa000bbdfb86,Ananas,100,braun
56c549b2f7cc2f00067e126b,Ananas,100,braun
56cb572b73cd5b0006f79acd,Ananas,100,braun
56cef682b009e1000ca736a9,Ananas,64,braun
56d880124a9be1000553fbd6,Ananas,100,braun
56d8ed30d13f6b000c542ce7,Ananas,100,braun
56ec142b388e1d000c58d226,Ananas,97,braun
56edc8ca8ff0c5000d2aa9b6,Ananas,99,braun
5730eee0dd6617000ed94533,Ananas,100,braun
5736534414f69e001076759a,Ananas,100,braun
574b73a65e5491000e3c5470,Ananas,100,braun
574ebdffb40eae00119f4995,Ananas,100,braun
575870fc768081000631a2ce,Ananas,100,braun
575ea5112326af0007e5243b,Ananas,99,braun
577ba2edd8e8880001b31239,Ananas,96,braun
5783d1bbc9abeb0001af18da,Ananas,100,braun
57900573dcff7d0001c7bb68,Ananas,98,braun
57b1e8fdf4543d00016e1f7c,Ananas,100,braun
57dffbe3dcda780001a0e34f,Ananas,41,braun
57e0f94c89fea700017297e7,Ananas,86,braun
580bac6608adab00011f594a,Ananas,100,braun
58110cfec7679900017ed0fc,Ananas,100,braun
582630568061bd0001327245,Ananas,100,braun
5837f24d06536a0001c24e7a,Ananas,100,braun
585bc9fc0eace7000143a341,Ananas,100,braun
588856d049bc00000188786d,Ananas,100,braun
588fb41b15fdbf00012f2b6a,Ananas,99,braun
589b8ade9b4be40001fdc60b,Ananas,100,braun
58ac7deaef58a9000119d2e7,Ananas,100,braun
58add914ef58a9000119d98c,Ananas,100,braun
58bd8e262e4dc0000164b084,Ananas,73,braun
58c14f4bffafa30001cfc733,Ananas,100,braun
58c6531293dac30001d49cc4,Ananas,100,braun
58d2cccbad1e550001c5d2c5,Ananas,100,braun
58e3d4be6c33030001ac64ad,Ananas,80,braun
58f5dd2b40baf30001229be9,Ananas,100,braun
58fcdb42f13c06000178158e,Ananas,100,braun
59106a92f601090001e80bc3,Ananas,100,braun
5910dcc2fe518b00016bcf54,Ananas,100,braun
5911c0655cad2600016032bd,Ananas,100,braun
591aac50ef20c600015d8c5d,Ananas,100,braun
5936c165b48adb00012c2e57,Ananas,100,braun
593862706c168c0001778103,Ananas,100,braun
593ed931d7edb800015241ce,Ananas,87,braun
59410604771f6b00014b211a,Ananas,100,braun
594277843b74ac0001bcffd8,Ananas,100,braun
595173d9b2e8430001ea4534,Ananas,100,braun
59523878db484a000192740a,Ananas,100,braun
595d9fd27c76640001aa9a23,Ananas,100,braun
5962799cb752840001ca478b,Ananas,100,braun
5963992cc11b6a0001dc23a7,Ananas,100,braun
596d076a6956b40001c5a0f3,Ananas,100,braun
5973a554bfd3ae000163b016,Ananas,100,braun
59764a877f87260001cd5922,Ananas,100,braun
597e1349bedf280001dc3cb8,Ananas,100,braun
597fd10861bd0600015b2982,Ananas,92,braun
59823fc104619b00011a86c7,Ananas,99,braun
59879ae7e8d50e0001d7c2f7,Ananas,100,braun
598d90057d29e7000173008b,Ananas,100,braun
59944800004c4f0001cc8353,Ananas,100,braun
5994da8acf1d1700016efa92,Ananas,100,braun
59959cb87a4189000118bad2,Ananas,100,braun
5996673d7c41bc00012e5edb,Ananas,100,braun
5996fb9d05a0e30001f1fda3,Ananas,100,braun
59970d0e1b3d95000121f6f8,Ananas,100,braun
599b3cedd0bcd10001dd939a,Ananas,100,braun
599c5fd46c165e000113ff35,Ananas,100,braun
599c8b82a7b2400001523ad0,Ananas,65,braun
59a046605fd74b0001abf8a6,Ananas,100,braun
59a426b35fd74b0001abfa4f,Ananas,100,braun
59a7d65958754f00010e5d41,Ananas,100,braun
59a875f92d73c00001e5c7a9,Ananas,99,braun
59a9490a5e7f4800010eecd9,Ananas,100,braun
59ab14692ab6b80001a7dfe7,Ananas,100,braun
59b100dec59c9900018d35af,Ananas,86,braun
59b141dac05bb50001eb3847,Ananas,100,braun
59b2e824b3fbb80001c9e82f,Ananas,100,braun
59b3b5892a78fd00010b8652,Ananas,100,braun
59b471a88d02850001a6c35e,Ananas,100,braun
59b787003849cf0001937521,Ananas,100,braun
59baa6293c45a10001ccbfb4,Ananas,100,braun
59bd18060ac77f0001f05891,Ananas,100,braun
59cd1375f7b7a00001197f96,Ananas,100,braun
59cd43bea5bbdd0001bf4552,Ananas,100,braun
57cd94d892da98000100c406,Ananas,100,braun
58a20857c5bcf000011b09ff,Ananas,100,braun
58d4ebdec8677b0001a2107b,Ananas,100,braun
59b90b44d793b40001459a7c,Ananas,92,braun
591a1f4800a5650001276188,Ananas,100,braun
53c3b85bfdf99b5098c22fe7,Ananas,88,rot
54229310fdf99b7732b92a9a,Ananas,7,rot
556958d1fdf99b7af5d5b21a,Ananas,0,rot
556b20befdf99b376b5eda91,Ananas,0,rot
556db04dfdf99b26054b1768,Ananas,0,rot
556db1d1fdf99b26054b1774,Ananas,0,rot
55ae3776fdf99b364e5699f1,Ananas,0,rot
55c62a07fdf99b43b969fe89,Ananas,0,rot
56310c53597d1f0005f63c73,Ananas,0,rot
564f52ab9b124900107eb516,Ananas,0,rot
565248ccfea9c60012c5cc62,Ananas,0,rot
565f62d36f9757000a7cb9ba,Ananas,0,rot
56adcc095ea7aa000bbdfb86,Ananas,5,rot
56c549b2f7cc2f00067e126b,Ananas,25,rot
56cb572b73cd5b0006f79acd,Ananas,0,rot
56cef682b009e1000ca736a9,Ananas,0,rot
56d880124a9be1000553fbd6,Ananas,57,rot
56d8ed30d13f6b000c542ce7,Ananas,0,rot
56ec142b388e1d000c58d226,Ananas,35,rot
56edc8ca8ff0c5000d2aa9b6,Ananas,2,rot
5730eee0dd6617000ed94533,Ananas,85,rot
5736534414f69e001076759a,Ananas,0,rot
574b73a65e5491000e3c5470,Ananas,75,rot
574ebdffb40eae00119f4995,Ananas,0,rot
575870fc768081000631a2ce,Ananas,0,rot
575ea5112326af0007e5243b,Ananas,0,rot
577ba2edd8e8880001b31239,Ananas,8,rot
5783d1bbc9abeb0001af18da,Ananas,19,rot
57900573dcff7d0001c7bb68,Ananas,0,rot
57b1e8fdf4543d00016e1f7c,Ananas,0,rot
57dffbe3dcda780001a0e34f,Ananas,0,rot
57e0f94c89fea700017297e7,Ananas,0,rot
580bac6608adab00011f594a,Ananas,0,rot
58110cfec7679900017ed0fc,Ananas,0,rot
582630568061bd0001327245,Ananas,0,rot
5837f24d06536a0001c24e7a,Ananas,0,rot
585bc9fc0eace7000143a341,Ananas,1,rot
588856d049bc00000188786d,Ananas,0,rot
588fb41b15fdbf00012f2b6a,Ananas,0,rot
589b8ade9b4be40001fdc60b,Ananas,0,rot
58ac7deaef58a9000119d2e7,Ananas,0,rot
58add914ef58a9000119d98c,Ananas,0,rot
58bd8e262e4dc0000164b084,Ananas,23,rot
58c14f4bffafa30001cfc733,Ananas,27,rot
58c6531293dac30001d49cc4,Ananas,0,rot
58d2cccbad1e550001c5d2c5,Ananas,0,rot
58e3d4be6c33030001ac64ad,Ananas,0,rot
58f5dd2b40baf30001229be9,Ananas,0,rot
58fcdb42f13c06000178158e,Ananas,0,rot
59106a92f601090001e80bc3,Ananas,31,rot
5910dcc2fe518b00016bcf54,Ananas,0,rot
5911c0655cad2600016032bd,Ananas,23,rot
591aac50ef20c600015d8c5d,Ananas,28,rot
5936c165b48adb00012c2e57,Ananas,1,rot
593862706c168c0001778103,Ananas,41,rot
593ed931d7edb800015241ce,Ananas,0,rot
59410604771f6b00014b211a,Ananas,0,rot
594277843b74ac0001bcffd8,Ananas,55,rot
595173d9b2e8430001ea4534,Ananas,0,rot
59523878db484a000192740a,Ananas,9,rot
595d9fd27c76640001aa9a23,Ananas,2,rot
5962799cb752840001ca478b,Ananas,0,rot
5963992cc11b6a0001dc23a7,Ananas,0,rot
596d076a6956b40001c5a0f3,Ananas,51,rot
5973a554bfd3ae000163b016,Ananas,0,rot
59764a877f87260001cd5922,Ananas,14,rot
597e1349bedf280001dc3cb8,Ananas,0,rot
597fd10861bd0600015b2982,Ananas,14,rot
59823fc104619b00011a86c7,Ananas,80,rot
59879ae7e8d50e0001d7c2f7,Ananas,0,rot
598d90057d29e7000173008b,Ananas,0,rot
59944800004c4f0001cc8353,Ananas,28,rot
5994da8acf1d1700016efa92,Ananas,5,rot
59959cb87a4189000118bad2,Ananas,0,rot
5996673d7c41bc00012e5edb,Ananas,30,rot
5996fb9d05a0e30001f1fda3,Ananas,0,rot
59970d0e1b3d95000121f6f8,Ananas,0,rot
599b3cedd0bcd10001dd939a,Ananas,19,rot
599c5fd46c165e000113ff35,Ananas,56,rot
599c8b82a7b2400001523ad0,Ananas,0,rot
59a046605fd74b0001abf8a6,Ananas,40,rot
59a426b35fd74b0001abfa4f,Ananas,35,rot
59a7d65958754f00010e5d41,Ananas,0,rot
59a875f92d73c00001e5c7a9,Ananas,6,rot
59a9490a5e7f4800010eecd9,Ananas,0,rot
59ab14692ab6b80001a7dfe7,Ananas,17,rot
59b100dec59c9900018d35af,Ananas,0,rot
59b141dac05bb50001eb3847,Ananas,0,rot
59b2e824b3fbb80001c9e82f,Ananas,73,rot
59b3b5892a78fd00010b8652,Ananas,0,rot
59b471a88d02850001a6c35e,Ananas,0,rot
59b787003849cf0001937521,Ananas,0,rot
59baa6293c45a10001ccbfb4,Ananas,30,rot
59bd18060ac77f0001f05891,Ananas,0,rot
59cd1375f7b7a00001197f96,Ananas,0,rot
59cd43bea5bbdd0001bf4552,Ananas,0,rot
57cd94d892da98000100c442,Ananas,0,rot
58a20857c5bcf000011b09ff,Ananas,2,rot
58d4ebdec8677b0001a2107b,Ananas,3,rot
59b90b44d793b40001459a7c,Ananas,0,rot
591a1f4800a5650001276188,Ananas,3,rot
53c3b85bfdf99b5098c22fe7,Aprikose,51,blau
54229310fdf99b7732b92a9a,Aprikose,0,blau
556958d1fdf99b7af5d5b21a,Aprikose,0,blau
556b20befdf99b376b5eda91,Aprikose,0,blau
556db04dfdf99b26054b1768,Aprikose,0,blau
556db1d1fdf99b26054b1774,Aprikose,0,blau
55ae3776fdf99b364e5699f1,Aprikose,0,blau
55c62a07fdf99b43b969fe89,Aprikose,5,blau
56310c53597d1f0005f63c73,Aprikose,0,blau
564f52ab9b124900107eb516,Aprikose,0,blau
565248ccfea9c60012c5cc62,Aprikose,0,blau
565f62d36f9757000a7cb9ba,Aprikose,0,blau
56adcc095ea7aa000bbdfb86,Aprikose,0,blau
56c549b2f7cc2f00067e126b,Aprikose,0,blau
56cb572b73cd5b0006f79acd,Aprikose,0,blau
56cef682b009e1000ca736a9,Aprikose,43,blau
56d880124a9be1000553fbd6,Aprikose,0,blau
56d8ed30d13f6b000c542ce7,Aprikose,0,blau
56ec142b388e1d000c58d226,Aprikose,3,blau
56edc8ca8ff0c5000d2aa9b6,Aprikose,0,blau
5730eee0dd6617000ed94533,Aprikose,0,blau
5736534414f69e001076759a,Aprikose,0,blau
574b73a65e5491000e3c5470,Aprikose,0,blau
574ebdffb40eae00119f4995,Aprikose,0,blau
575870fc768081000631a2ce,Aprikose,0,blau
575ea5112326af0007e5243b,Aprikose,4,blau
577ba2edd8e8880001b31239,Aprikose,0,blau
5783d1bbc9abeb0001af18da,Aprikose,6,blau
57900573dcff7d0001c7bb68,Aprikose,1,blau
57b1e8fdf4543d00016e1f7c,Aprikose,2,blau
57dffbe3dcda780001a0e34f,Aprikose,0,blau
57e0f94c89fea700017297e7,Aprikose,0,blau
580bac6608adab00011f594a,Aprikose,0,blau
58110cfec7679900017ed0fc,Aprikose,0,blau
582630568061bd0001327245,Aprikose,0,blau
5837f24d06536a0001c24e7a,Aprikose,0,blau
