StartDate,Q17,Q16,Q2,Q3,Q13,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2022-04-12 02:06:40,gnathosaurus_canadensis,https://osf.io/5as6b/?view_only=529066020c654a1fa6879736be119261,"For acoustic measurement (f0), I used Praat with the following settings: Spectrogram settings left on default (view range 0 - 5000Hz), Window length 0.005 s, dynamic range 55.0 dB, pitch settings for male speakers (i.e., low f0), pitch range 75 - 250 Hz, for female speakers (high f0), pitch range 120 - 450 Hz, unit for both semitones re 100.",Friedman test in RStudio,"3/10 (I have not used the method before, I researched it specifically for this analysis)","Median f0 difference between the primary stressed syllable of the adjective and the primary stressed syllable of the noun as dependent variable. Since German is an intonation language and much of prosodic signaling above the individual word level uses f0-variation, I figured that this was a good variable to start with. I have little experience running statistical tests with multiple dependent variables, so I only chose one.","Degree of typicality (typical, atypical, medium typical). Since the research question was ""Do speakers phonetically modulate utterances to signal atypical word combinations?"", I am not sure what other predictor variable I could have chosen to answer the question. I felt like the groups for gender were too unevenly distributed to also use that as one of the predictor variables.","for the median f0 difference, I picked the main stressed syllable of the adjective and the noun in the NF condition (in the data frame with the data I extracted from Praat directly, MSA_extracteddata, the columns are called f0_MSS_adj and f0_MSS_n. The degree of typicality was assigned as specified in the document about the collection of the data.","I extracted the f0 value in semitones (re 100) directly from Praat and then calculated the median f0 difference from the values I got from Praat (MSS_diff in the data frame MSA_extracteddata). Because I only wanted to look at the difference and the direction of the difference, I added a column where I removed the negative markers (MSS_diff_pos).
Because of the inherent f0 differences of the different syllables in the data set, I calculated the median f0 difference per degree of typicality per speaker (data frame ""typ"", column median_diff_st, these are the values I then used for the statistical analysis).","I did not use any of the utterances that had the ""error"", the ""noise/sound"" or the ""structure"" comment in the textgrids. While there were notable outliers for the f0 differences, these ultimately did not have a huge effect on the result, so I did not remove these outliers.",p-value,"0.04 (small), 95%CI [0.0,1.0]",Kendall's W,"After I was done collecting the data, I realized I had to use a different statistical test from the one I originally wanted to use to one I had never used before. Because I never used this test before I also had to use a method to calculate effect size that I had never done before, which I found rather difficult because most webpages explaining statistical methods do not really tell you how to read the output you get from, e.g., R, and do not specify which packages are needed to run a specific test, or to use specific operators, which makes it basically impossible to use these methods if you are not already familiar with them."
2022-04-13 15:05:23,dermatolepis_aculeatus,https://osf.io/vgj8f/?view_only=7b9c751b452a4726ba7c7ee32a570f60,"The extraction of acoustic measurements (minimum pitch, high pitch, mean pitch) was accomplished with Praat.",We run mixed-effects models.,Very familiar.,"We picked three dependent variables: maximum high pitch of nouns, maximum high pitch of adjectives, and maximum high pitch of the whole phrase. The rationale behind these variables is that we assume that atypical utterances would have the highest maximum pitch values, typical utterances would have the lowest maximum pitch values, and medium typical utterances would fall in between. Thus, we chose the maximum high pitch of the target tokens to examine the data.","As  the Noun Focus condition contained stimuli with all three levels of typicality,  we picked typicality as our independent variables in the subset data created for Noun Focus condition only.","We extracted the high pitch (f0) for nouns, adjectives, and phrases.",We normalized all the values of each dependent variables by scaling them around their means. This was done via scale function in R.,"Thirteen token adjective-noun pairs were identified as containing errors and were excluded. Two contained mispronunciations (e.g., [t]irsche instead of [k]irsche). Eight had false starts, where either the adjective or noun was partially pronounced, and then the speaker stopped and restarted (e.g., roten Gurk- Gurke). Finally, three were excluded for recasting, where the speaker said part of either the adjective or noun, stopped, and then re-started or changed the phrase (e.g. says ‘gelben Bohne’ and then corrects to ‘gelben Erbsen’.) 
There were some trials that were already marked as errors on the TextGrids that we chose not to exclude. These included hesitation breaks; although it seems possible that such a delay might signal an atypical word combination, it is irrelevant for the examination of pitch modulations, which was the focus of our analyses. Therefore we did not exclude these trials. We also did not exclude trials in which there was an error but the error did not relate to the pronunciation of the adjective-noun pair, and trials in which there was background noise, but the words were comprehensible and the pitch measurements were unaffected by the noise.",The decision was based on the significant level of the dependent variables in each model.,We did not report it.,We did not report it.,"No, we did not."
2022-04-13 18:46:40,swiftia_ruber,https://osf.io/dgur3/?view_only=46009e06ae7940049ae4e10218c13076,Labeling and extraction of acoustic measurements (time- and frequency-normalized f0 contours) were performed using Praat scripts.,"We ran four Bayesian B-splines in order to model four f0 contours based on the data, one for each combination of typicality-condition possible within the dataset we analyzed: typical-NF, atypical-NF, atypical-AF and typical-ANF. We used the predicted splines for visual comparison.",Somewhat familiar.,We analyzed time- and frequency-normalized f0 contours. f0 was chosen because it is the most robust correlate of intonational contrasts in many languages. Time and frequency normalization were employed to allow for the joint comparison of data from all speakers within the same contour.,"The independent variables were typicality (two levels, typical and atypical) and focus condition (three levels, AF, NF and ANF). Because of the subset of the whole dataset we chose to analyze, it was impossible to look at the interaction between them, once not all focus conditions were present in each typicality level.","F0 was extracted from V-to-V units (intervals between two consecutive vowel onsets on the speech signal) along the test phrase, that is, the Determiner-Adjective-Noun sequence. The test phrases selected for analysis had 5 V-to-V units and 5 equidistant f0 samples were taken within each consecutive V-to-V unit. The 25 f0 values comprising the contour were our dependent variable.","F0 values in Hertz were transformed using the formula ome = log2(Hz / median), where ome is the value in the OMe scale, Hz the f0 value in the Hertz scale and median is the median value of the f0 contour being converted. The transformed values are found in the column ‘f0’ of our data table.",No values were excluded.,"We used 95% credible intervals of the Bayesian B-splines posterior distributions to generate predicted f0 contours, which were visually compared.","Our analysis consisted in the visual analysis of contours generated by the  Bayesian B-splines models, as explained in the previous question. Because of that choice, no effect size was generated.",Not applicable (see previous question).,No analytical decision was revised after the initial data analysis was carried out as planned.
2022-04-14 04:26:24,saron_pictus,https://osf.io/f4wm5/?view_only=b5561241735b4fa8afe34d31c7e50509,"Praat was used to automatically produce a word-level alignment, for hand-correcting the relevant boundaries, and for extracting relevant acoustic measurements from the hand-corrected textgrids.",we analyzed the word duration of the target adjectives produced during the experiment with a Bayesian hierarchical model with a lognormal likelihood,Very familiar,"We chose word duration, as it was thought that the medium and atypical conditions may have been produced more clearly, and with less reduction. Word duration was thought of as a good first step in addressing pronunciation differences.","We included typicality, coded as an indicator variable with typical words being represented by the intercept. We also controlled for trial, as we thought it likely that word durations would be shorter over the course of the experiment, as similar sentences were being repeated.","We chose the duration of the adjective in milliseconds. As the adjective was the only target word that appeared in all three conditions, it was the only suitable comparison that could be make in terms of word duration.","We transformed the trial variable to a normalized variable that spanned between 0 and 1, and we called in 'trial_minmax'.

This is the line of code in R that did this:
d$trial_minmax <- (d$trial - min(d$trial)) / (max(d$trial) - min(d$trial))",We excluded trials that had any sort of issue denoted in the notes column.,We interpreted the results of our Bayesian model using a combination of highest density intervals and regions of practical equivalence.,"0.01[-0.08, 0.09]",the effect size is in log milliseconds,"We initially assumed that the competitor's colour was going to be matched in some trials and mismatched in others, and so we were going to include the competitor's colour in and interaction with typicality. We revised this when we realized that the colours were always congruent."
2022-04-14 08:23:41,chelonia_brummeri,https://osf.io/b5482/?view_only=e953856847a942bdb466fac2d5a76df5,"The transcripts and audio files were force aligned with the Montreal Forced Aligner using the pretrained Prosodylab German acoustic model and corresponding German lexicon (see report for source). 

Acoustic-phonetic measurements for analysis of suprasegmentals were extracted from the aligned TextGrids and audio files using Praat (v 6.1.50). F0 measurements were extracted with a pitch floor of 50 Hz and ceiling of 600 Hz.

Dynamic F1/F2 vowel measurements were extracted using the FastTrack Praat plug-in (Barreda 2021) with the default settings.

Data analysis, visualisation and modelling were performed in R. Bayesian linear mixed-effects models were run using the brms package. Generalised Additive Mixed Models (GAMMs) were run and analysed using the mgcv, itsadug and tidymv packages.",We ran Bayesian linear mixed-effects models using a Gaussian likelihood as the distribution for each outcome variable. Priors on fixed effects were specified with Gaussian distributions; priors on random effects were specified with t-distributions (see report for more details). We ran GAMMs for modelling dynamic formant trajectories.,The team member who ran the models is very familiar with the technique. The team member who ran the GAMMs is somewhat familiar with the technique.,"DVs were: relative duration, relative intensity, max F0 and F0 range. Measurements were taken in the colour adjective only (see report); Relative duration and relative intensity were relativised to relevant properties of each target utterance. 

Relative duration = duration [in milliseconds] of the stressed rhyme of the adjective, as a proportion of the average syllable duration in the target utterance. Average syllable duration in each target utterance was calculated by dividing each utterance duration by the number of syllables in a canonical/citation production of the target utterance.

Relative intensity = mean intensity [in dB] in the stressed rhyme of the adjective as a proportion of mean intensity [in dB] in the whole target utterance. 

Max F0 = max F0 [in semitones relative to the speaker’s minimum F0] in the adjective. The speaker’s minimum F0 was the minimum F0 value for that speaker across all target adjectives. 

F0 range = max F0 in the adjective minus min F0 in the adjective [both in semitones relative to the speaker’s minimum F0]. The speaker’s minimum F0 was the minimum F0 value for that speaker across all target adjectives.

Rationale: We consider these to be the minimal set of DVs appropriate for estimating suprasegmental acoustic cues to prominence in German. The measures must be relativised to compensate for between speaker and/or item variation in speech rate, amplitude and F0 span/range. 
--
We also analysed F1/F2, using dynamic formant tracking through the stressed vowel in the noun and adjective in each utterance. These measures were taken at regular 2ms intervals throughout the duration of the vowel using the default settings in FastTrack (Barreda 2021). 

We discussed additional potentially relevant measures of F0, to compensate for audible variation in the data in choice of phonological pitch accent across speakers/items. However, manual coding (prosodic annotation) of the data was not possible to complete in the time available, and we would have had to rely on annotation by a single team member, with no scope for checks on annotation (e.g. inter-transcriber agreement).","IVs in the Bayesian models were: typicality (typical, medium, atypical); syllable structure of the stressed syllable in the adjective (CV, CVC, CCV); trial; plus the interaction between typicality and trial.

Rationale: Typicality is the manipulated variable of interest. Trial is included to control for task fatigue as the experiment progressed, which interacts with typicality since each participant produced items in a different pseudorandomized order. Syllable structure of the stressed syllable in the adjective is included because this varies unevenly across target items; syllable structure variation will affect duration of the stressed rhyme directly, and may have indirect effects on intensity and F0 alignment/scaling.","All DVs in the Bayesian models were relativized as set out above (and pasted again below). We did not include speaker sex in the model as we do not have any specific expectations of variation in the DVs by sex or gender. The effect of speaker sex on F0 was controlled by relativizing of F0 measures to a relevant measure for each speaker, as described. For the GAMMs, the effect of speaker sex on F1/F2 was controlled by including random by-speaker smooths in the model (subsuming intercepts and slopes) 
–
Relative duration = duration [in milliseconds] of the stressed rhyme of the adjective, as a proportion of the average syllable duration in the target utterance. Average syllable duration in each target utterance was calculated by dividing each utterance duration by the number of syllables in a canonical production of the target utterance.

Relative intensity = mean intensity [in dB] in the stressed rhyme of the adjective as a proportion of mean intensity [in dB] in the whole target utterance. 

Max F0 = max F0 [in semitones relative to the speaker’s minimum F0] in the adjective. The speaker’s minimum F0 was the minimum F0 value for that speaker across all target adjectives. 

F0 range = max F0 in the adjective minus min F0 in the adjective [both in semitones relative to the speaker’s minimum F0]. The speaker’s minimum F0 was the minimum F0 value for that speaker across all target adjectives.","Relative duration: we first extracted values for the duration of the stressed adjective rhyme (d$adj_vdur) and the duration of the target utterance (d$utt_dur) in seconds. These were converted to milliseconds (using the same column names). Then we calculated the average syllable duration (d$avg_syll_dur) by dividing the full utterance duration by the target number of syllables (d$n_syll). Finally, we subtracted the average syllable duration from the duration of the stressed rhyme in the adjective to get the column d$rel_dur. This was then centred on the overall mean in the dataset (d$Nreldur).

Relative intensity: we first extracted the amplitude in pascal for the stressed rhyme of the adjective (d$adj_v_amp) and the entire utterance (d$utt_amp). We transformed each of these from pascal to decibel (dB) using a reference level of 0.00002 pascal. This resulted in the columns d$adj_v_intens and d$utt_intens. Finally, we subtracted the utterance intensity from the adjective rhyme intensity to get the column d$rel_intens. This was then centred on the overall mean in the dataset (d$Nrelintens).

Max F0 and F0 range: we extracted the max F0 (d$adj_maxf0) and min f0 (d$adj_minf0) from the adjective in hertz. We transformed each individual max f0 and min f0 from hertz to semitones using the speaker’s absolute minimum f0 as the reference level (d$adj_maxf0_st, d$adj_minf0_st). For F0 range, we then subtracted the transformed min F0 from the transformed max F0. The final variable for max F0 is in d$adj_maxf0_st and the final variable for F0 range is in d$f0range_st. These were then centred on the overall mean in the dataset (d$Nadj_maxf0_st, d$Nf0range_st).

The raw F1/F2 values (f1_raw, f2_raw) were centred and scaled using the scale function in R to normalise for between-speaker differences in absolute formant frequencies (f1_norm, f2_norm). Analysis was conducted on both sets of values.","We excluded all tokens with a non-empty ‘notes’ field in the relevant trial list, resulting in 54 exclusions. No further observations were excluded.","Based on the posterior distribution of Bayesian linear mixed effects models, the analysis tests whether the reported effect is reliably different from 0 by examining whether the reported 95% credible interval spans 0. If the reported 95% CI excludes 0, then we conclude that the estimated effect is reliable in its direction and in its deviation from 0. Specifically, for a positive mean estimate, we ask whether p(β≤0| model,data) < 0.025. For a negative mean estimate, we ask whetherp(β≥0| model,data) < 0.025. 

For the dynamic formant analysis, differences between the typicality conditions were diagnosed through a combination of:
- the significance of the parametric and smooth terms for typicality in the model summaries for F1 and F2
- visual inspection of the (overlapping/non-overlapping) confidence intervals in plotted GAMM smooths
- analysis of difference smooths between the typicality conditions within each vowel to reveal which parts of the trajectories significantly differ as a function of typicality
- model comparison with ML estimation between full models containing the typicality predictor and null models containing only the vowel category predictor
","For the suprasegmental variables analysed using Bayesian models, we report the effect of the medium and atypical conditions on each dependent variable as a deviation from the typical condition along with the 95% credible interval. These are the beta coefficients from a Bayesian linear mixed effects model, in which typicality was treatment coded and the typical condition was treated as the baseline.

Relative duration (ms):
beta_medium: 3.33, 95% CI: [-3.18, 10.09]
beta_atypical: 4.24, 95% CI: [-2.01, 10.34]

Relative intensity (dB):
beta_medium: 0.154, 95% CI: [-0.141, 0.436]
beta_atypical: 0.208, 95% CI: [-0.058, 0.473]

Max F0 (st):
beta_medium: 0.269, 95% CI: [-0.029, 0.558]
beta_atypical: -0.015, 95% CI: [-0.291, 0.257]

F0 range (st):
beta_medium: -0.530, 95% CI: [-1.235, 0.176]
beta_atypical: 0.014, 95% CI: [-0.708, 0.726]


For the dynamic formant analysis, we report the effect of the medium and atypical conditions on F1 and F2 as a deviation from the typical condition along with the 95% confidence interval as calculated/reported from the GAMM, in which typicality was treatment coded and the typical condition was treated as the baseline.

F1 (Hz)
beta_medium: 15.766, 95% CI: [1.902, 29.63]
beta_atypical: 2.805, 95% CI: [-6.595, 12.205]

F2 (Hz)
beta_medium: 26.42, 95% CI: [-10.88, 63.72]
beta_atypical: 25.17, 95% CI: [-0.15, 50.49]
","Estimated mean deviation between the reported condition (either medium or atypical) and the typical condition. The units depend on the variable and are reported above (differences in milliseconds, decibels, raw semitones, and formant frequencies).","No. 

We considered additional approaches that we think are probably needed to completely rule out the possibility of meaningful patterns in this data (i.e. patterns consistent with a positive answer to the RQ), such as qualitative prosodic annotation, but were not able to perform them with the time and expertise available."
2022-04-14 10:07:24,aratinga_lugubris,https://osf.io/uvnym/?view_only=894f5252a93944ca938d31ed02970816,"We used a viewer created in R package phonfieldwork.
We did not use any software for extracting acoustic measurements. We analyzed non-phonetic cues and annotated them in Excel tables","We used Bayesian mixed effects ordinal regression models as implemented in the R package brms, which uses the Stan programming language’s interface with the R statistical programming environment. We used default priors from the brms package","We have never used this type of model before, however we have some experience with Bayesian modeling",The dependent variable was typicality as provided by the organizers (typical/medium/atypical),"We chose the number of speech errors/hesitations/longer pauses and adjective focus as independent variables. We did this on the basis of perceptual analysis of the provided recordings.
The speaker and color variables were used as random intercepts","The ‘speech errors’ variable was binary: 0 or 1. The ‘adjective emphasis’ variable was also binary: 0 or 1.
Both variables were annotated perceptually",We did not apply any transformations,We did not exclude any observations,We visually analyzed degrees of overlapping of credible intervals,"First model (speech errors vs typicality)
No. 	estimate lower higher typicality speech_errors   
1	0.330 0.293  0.372 atypical   no speech errors
2	0.334 0.304  0.365 medium 	no speech errors
3	0.335 0.296  0.376 typical	no speech errors
4	0.360 0.270  0.461 atypical   speech errors   
5	0.330 0.298  0.362 medium 	speech errors   
6	0.307 0.224  0.404 typical	speech errors

Second model (adjective emphasis vs typicality)
No. 	estimate lower higher typicality annotation_adjective_emphasis
1	0.332 0.294  0.372 atypical   non-emphasized          	 
2	0.334 0.303  0.365 medium 	non-emphasized          	 
3	0.334 0.295  0.373 typical	non-emphasized          	 
4	0.356 0.205  0.547 atypical   emphasized              	 
5	0.325 0.274  0.359 medium 	emphasized              	 
6	0.312 0.171  0.494 typical	emphasized",We didn’t calculate the effect size,During our analysis we set small and achievable goals and decided on the following steps after a goal was reached. So we did not need to change the course of our analysis
2022-04-14 13:42:39,ctenosaura_limax,https://osf.io/vysej/?view_only=b799203d81ae4e08894258219272cfd4,Textgriding was done with Montreal Forced Aligner and acoustic features were extracted with OpenSmile toolkit.,We treated the analysis as a multi-class classification task and ran multinomial logistic regression with L1 regularization. The model was fitted using the Scikit-learn Python package.,Very familiar.,"The dependent variable is the typicality condition, which consists of three distinct categories: atypical, typical, medium.","All independent variables in our final model are listed below. We chose them because they were commonly used features for speech classification. We selected only the 20 f0 and formant features out of the 88 features in the GeMAPSv2 feature set. However, we found that some features were strongly correlated with each other. While strong correlations do not pose problems for the model and the classification task, they make interpretation impossible. So we manually selected ten features through inspecting the pairwise correlation matrix. These ten features were not strongly correlated. 

F0semitoneFrom27.5Hz_mean: mean F0 on a semitone frequency scale, with semitone 0 starting at 27.5 Hz.
F0semitoneFrom27.5Hz_stddevNorm: standard deviation of F0 on a semitone frequency scale, with semitone 0 starting at 27.5 Hz.
F0semitoneFrom27.5Hz_meanRisingSlope: mean of the slope of rising f0
F0semitoneFrom27.5Hz_meanFallingSlope: mean of the slope of falling f0
H1-H2_mean:  mean ratio of energy of the first F0 harmonic (H1) to the energy of the second F0 harmonic (H2)
H1-H2_stddevNorm: normalized standard deviation of the ratio of energy of the first F0 harmonic (H1) to the energy of the second F0 harmonic (H2)
H1-A3_mean: mean ratio of energy of the first F0 harmonic (H1) to the energy of the highest harmonic in the third formant range (A3).
H1-A3_stddevNorm: normalized standard deviation of the ratio of energy of the first F0 harmonic (H1) to the energy of the highest harmonic in the third formant range (A3).
F1amplitudeLogRelF0_mean: the mean ratio of the energy of the spectral harmonic peak at the first, second, third formant’s centre frequency to the energy of the spectral peak at F0.
F1amplitudeLogRelF0_stddevNorm: normalized standard deviation of the ratio of the energy of the spectral harmonic peak at the first, second, third formant’s centre frequency to the energy of the spectral peak at F0.","We extracted acoustic features from the NP phrases, whose boundaries were extracted with Montreal Forced Aligner. The features were computed from frame-level features of each acoustic frame for the whole phrase. All independent variables are continuous acoustic features.

The dependent variable is a categorical variable with three levels, atypical, typical, medium. They were one-hot encoded, which is a standard practice for classification tasks.

","For the 88 acoustic features, there were multiple transformations applied to them. The main idea is to extract frequency, amplitude and spectral parameters from each frame and then compute summary statistics from them (mean, variance, etc.).
Details can be found in Section 3.1 and 3.2 of this paper: https://sail.usc.edu/publications/files/eyben-preprinttaffc-2015.pdf.

For the extracted acoustic features, we applied mean-variance normalization (z-score) using the StandardScaler() in Sklearn. 
For the dependent variable, one hot encoding was applied to convert the three categories to numerical categories.",We excluded observations from the distractor conditions as they were not relevant to the research question.,"We ranked the magnitude of regression coefficients to find out the variable that contributes most to the best results. 
The results were obtained through cross validation, that is, training the model on all but one speaker and testing the model on the unseen speaker. This was repeated for all speakers so we fitted 30 models. Then we ranked regression coefficients in all 30 models and manually inspected the results to find out the coefficients with largest magnitude.","The effect size is the magnitude of the coefficients, which was selected by ranking all coefficients in a model. We did this by pooling the results across 30 models.",The effect size is unitless as it is based on the normalized features.,"We initially fitted models with 88 acoustic features that were commonly used for machine learning in speech. However, we found that many variables were not linguistically interpretable (MFCCs), even though they were highly predictive. So we later decided to select a subset of 10 f0 and formant features that were more familiar to linguists as the variables for regression analysis."
2022-04-14 11:57:40,pseudodax_euryzona,https://osf.io/g9bq5/?view_only=727c4b232ed146bd88f5fabdb5cb0fc2,We first manually aligned the words and then extracted the relevant acoustic measurements (f0 and duration) using Praat.,"First we performed a Functional Principal Components Analysis (FPCA) to capture the variation in the data, we modeled it with a linear mixed-effects model and then we performed a post-hoc pairwise comparison.",I attended a course on FPCA and I’m also currently using this method in a different research project.,"The response variable s2 (the score values to be multiplied by the second principal component) was selected after performing a functional principal component analysis on F0 and visually inspecting the curves of the PCs resulting from it. We determined that the first PC, which varied in the vertical axis, likely corresponded to a residue of inter-speaker variation that survived normalization, and that the second (which looked more like a “shifter”), had likely captured the relevant variation. PC2 corresponded to 20.8% of the variation in the F0-normalized dataset, and the statistical analysis revealed that it effectively captured at least part of the relevant variation present in the data.","We used typicality as the only independent variable, given that this predictor directly corresponds to the proposed research question. Given that the focus condition would also likely elicit significant differences between f0 slopes, we only used the NF (noun focus) condition for the final analysis, which was also the only condition marked for typicality in the provided materials. As typicality only applies to the FOOD subset, the NON-FOOD subset of examples was not used in the analysis.","The variables time and f0 were extracted both by (prep.) phrase and by word. The prepositional phrase was created by combining the data extracted for sequences of four words: the word auf and the article, adjective and noun that followed it (e.g., auf den orangen Kartoffeln). The variable gender was only used for parameter setting in the extraction of f0 values in Praat.","We min-max transformed the time values, which are found under “time”, by subtracting the minimum value to each observation and then dividing it by the range with the function (x - min(x)) / (max(x) - min(x)). F0 was also z-transformed (x–mean(x)/sd(x)) to account for inter-speaker variation using the function scale(), and the resulting z-scores can be found in column ‘f0.z’. Normalized Hz values were then reconstructed from the z-scores by multiplying z-scores by the mean of the SDs of all speakers and then adding the grand mean of the sample to the resulting value, and these can be found in column ‘f0.norm’.","Examples with annotations in the notes tier (labeled as error, hesitation break, error2, break and doubt) were excluded. In addition, examples with more than 7 F0 values that were +/- 3 standard deviations from the mean were also excluded.","Our answer was based on the p-values resulting from a post-hoc pairwise comparison of the 3 levels of the predictor typicality after building a model with s2 as response (i.e., the score relative to the second principal component), typicality as a predictor and a random by-speaker intercept.","The effect of typicality is 0.04 [0.02, 0.07].",Partial eta squared (the proportion of variance explained by the variable).,"When deciding on how to analyze the F0 curves, we discussed using either Generalized Additive Models or Functional Principal Component Analysis. We initially decided to divide the team to try both analyses. However, due to the dataset being big, running GAM models proved difficult since the beginning for some team members. Thus, the fact that GAMMs are computationally heavy was factored in when deciding which route to follow, and ultimately tipped the balance in favor of a fPCA + LMER analysis."
2022-04-14 14:07:07,trachurus_riukiuensis,https://osf.io/kvt5m/?view_only=ae642860326644128aacebb27e87a4d7,"Extraction of acoustic measurements (f0, duration) was accomplished with Praat.",We ran linear mixed effects models fit by REML using the lme4 package in R.,There was varying familiarity in our group from novice to very familiar.,"If there was going to be an effect, we predicted that the effect would manifest as a prosodic difference, and thus focussed exclusively on f0 and duration measurements.  Since adjectives were balanced across the three conditions, we decided to focus primarily on the adjective, but included the article and noun for good measure. 
Duration of article
Duration of adjective
F0 peak of article
F0 peak of adjective
F0 peak of noun
We hypothesized that due to the nature of the experiment, namely seeing objects with all kinds of colours, participants might vary in their f0 and durations of the adjective as a function of the adjective-noun’s typicality.

We hypothesized that this effect could go either of two directions:  1) the typical adjective-noun combinations, after speakers have seen so many unusual or impossible combinations, could lead speakers to add prosodic emphasis in the typical condition, probably leading to greater duration or f0 somewhere in the article-adjective-noun sequence; or 2) speakers could add prosodic emphasis to the atypical adjective-noun combinations because they are surprising.  Direction 1 (emphasis on typical) would reflect a reaction of surprise at finally seeing a picture that makes sense, while direction 2 would reflect emphasis on novel and unlikely combinations.","We selected typicality as the independent variable and coded this as a fixed effect in the model.  Typicality was selected since the research question asked whether the typicality of the adjective-noun combination would have acoustic effects.  We did not expect there to be any effect of gender or age (and, moreover, this information was not provided), and so did not include them as predictors.","Duration of the article and adjective were measured based on our segmentation criteria, which were hand-segmented according to the following principles:

The onset of the article was the beginning of the burst, or if none was visible, the onset of formant structure of the vowel.  The offset of the article (and hence onset of the adjective) was defined by the offset of F2 or the onset of silence/creak for “der”, and the offset of the nasal formant structure for “den”. In the case of ""der"" followed by an initial vowel with no creak or glottal stop, the offset of the article was placed at halfway through the F2 transition.

Since all adjectives end in [n], the offset of the adjective was taken to be the offset of nasal formant structure.  When the following noun began with a nasal [m] (as in Mandarine and Möhre), the boundary was taken to be the point when the distribution of frequencies of energy suddenly change in the spectrogram and waveform; in a handful of cases, there was no clear boundary and so the midpoint between the nasal formant structure of the [n#m] sequence was selected.

Peak f0 was extracted from the word for the article and adjective.  For the noun, peak f0 was extracted from the interval beginning at the onset of the noun, and ending at the offset of the stressed syllable.  For all three f0 measures, the peak was measured as of 30 ms after the onset of the word in question, in order to eliminate microprosodic effects associated with voiceless consonants.
",We did not transform any of the variables.,"
All tokens marked as having been produced with an error or hesitation were omitted, as were all tokens from one speaker (JW_3) who had a particularly high error rate; thus 70 tokens were removed, leaving a total of 830 observations over 29 participants before outliers were removed.

For each acoustic measure, data were inspected to ensure that measures were roughly normally distributed.  Outliers for the peak f0 measures were defined using the absolute deviation around the median by participant, using the “mad” function from the “stats” package (see Leys et al., 2013).   The rejection criterion for the peak f0 of the adjective and noun was set at 2.5 standard deviations from the absolute deviation around the median; the rejection criterion was set at 2 standard deviations for the peak f0 of the determiner, as this less conservative cutoff was necessary to eliminate cases of creak that persisted throughout the determiner.  Thus for the peak f0 measures, the total number of observations were:  816 observations for the adjective; 802 for the noun; and 671 for the article.  No outliers were removed for the duration measures of the noun and adjective.

Leys, C., Ley, C., Klein, O., Bernard, P., & Licata, L. (2013). Detecting outliers: Do not use standard deviation around the mean, use absolute deviation around the median. Journal of Experimental Social Psychology, 49(4), 764–766. 
","For each analysis, we made a decision based on the 95% confidence intervals (CIs) for the coefficient, standard error (SE), and p-value.","Article duration - no effect
Typicality: atypical	-13.95 [-42.42,  14.52]	
Typicality: medium	0.95 [-27.52,  29.42]	

Article peak f0 - no effect
Typicality: atypical	1.21 [ -1.29,   3.71]	
Typicality: medium	-0.0008 [ -2.51,   2.51]	

Adjective duration - no effect
Typicality: atypical	13.96 [-111.81, 139.74]	
Typicality: medium	-7.66 [-133.43, 118.12]

Adjective peak f0 - no effect
Typicality: atypical	1.86 [ -5.55,   9.27]		
Typicality: medium	-0.66 [ -8.07,   6.75]	
Noun peak f0 - no effect
Typicality: atypical	5.58 [ -7.94,  19.10]		
Typicality: medium	7.58 [ -5.94,  21.11]","Because no effects were found, we report each analysis using the estimated coefficient in its original units, i.e., milliseconds for duration and Hz for f0.
","Creak that persists throughout the entire article, or rarely throughout the entire adjective or portion of noun measured.  We did not anticipate that two speakers would often creak throughout so much of their speech, making f0 measurements bimodal and unreliable for the question we were asking.

We didn't anticipate the pronunciation ""orangenen"" for ""orangen"", but this is unlikely to cause any problems in the analysis because of the overall variability of adjective durations and the matching of adjectives across conditions.
"
2022-04-14 14:52:29,varanus_eulophotes,https://osf.io/v9mwq/?view_only=7beb75402509436c9eabbd7868b550dd,"All utterances were extracted from the original audio files and saved as separate files using Praat. A Python script was used to create .txt file transcripts for each utterance using the trial data .csv files. Each individual utterance was contained in a separate .wav file with a corresponding .txt transcript file. These were then used as input to forced alignment using the Montreal Forced Aligner (McAuliffe et al. 2017) with a pre-trained German acoustic model and dictionary (available here). The forced aligner produced Praat TextGrid files marking the intervals of words and phones. 

Measurements were extracted in Praat (Boersma & Weenink, 2022) using a Praat script written by the team. Average f0 of the adjective was extracted by isolating the adjective using the MFA boundaries and creating a pitch contour. The Get mean… function was then used on the Pitch object to extract the average f0 of the pitch contour of the adjective. The script output consisted of a database with filenames, adjective labels, duration of the adjective, and average f0 of the adjective (henceforth referred to as f0). This output was combined with the stimuli information from the project coordinators to include additional information on each utterance (typiciality, target name, target  color, etc.) using a Python script. This combined database was then read into R (R Core Team, 2022) for further analysis. 
",linear mixed effects model,"students leading the analysis are somewhat familiar (~1 stats class), faculty team leader is familiar (regularly uses lmms in research)",f0 averaged over the duration of the adjective – see write up for rationale,typicality with random intercepts for speaker,"f0 extracted and time-averaged over the word (see write up for rationale), typicality levels taken directly from the provided data (atypical, medium, typical)","Log and inverse transformations were attempted but also resulted in significant Shapiro-Wilks results, so we proceeded with the regression on the raw values. Results do not change if the regression is instead done with log-transformed f0.",no,p-values for typicality predictors in the linear regression,"Cohen's d for medium typicality vs atypical = 0.00486
Cohen's d for typical vs. atypical = -0.00918",Cohen's d,no
