StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_2,Q5_3,Q5_4,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
2022-05-05 08:20:23,2022-05-05 08:48:21,IP Address,144.32.240.17,100,1678,True,2022-05-05 08:48:22,R_0O2o75YvmeCcO65,,,,,53.9573,-1.0837,anonymous,EN,stygobromus_tyraica,pervagor_adscensionis,95,75,80,publishable with minor revision.,"We didn't find any issues with the overall methods, but found the results difficult to interpret",The use of discriminative techniques means that the question is answered in a more indirect way - so acoustic effects are inferred from classification rates.,"Choice of variables seemed good, but structure of statistical model doesn't directly answer the research question (but does address it in an interesting way).","A very wide range of acoustic features included, but unclear what each of the features actually represented. We also found it difficult to interpret the final result when referring only to DCT coefficients.",We're not familiar enough with this type of statistical modelling to comment on the specific structure of the model,Appropriate,"Lots of transformations applied to the data which in principle make sense, but in practice make it difficult to interpret the results",Beautiful R Markdown write up
2022-05-04 17:22:12,2022-05-05 15:29:00,IP Address,192.145.118.198,100,79607,True,2022-05-05 15:29:00,R_8fe60cv7ws3AAAF,,,,,37.3931,-121.962,anonymous,EN,pervagor_meeki,aracana_bitatawa,80,75,77,publishable with major revision.,"Positives: 
- Addressed unbalanced data
- Transforming pitch
- Considered speech rate
- Considered controlling for other variables
- Visualization of the factors (typicality / adjective + nouns) in tables
- Time-normalized f0 in the QGAM

Negatives
- Specifications of QGAMs needed more detail
- Motivation for using QGAMs for duration was unclear
- Pipeline for determining which fixed effects are included was unclear
- No effect sizes
- Unclear why the noun’s acoustic properties were not analyzed
- Needed more detail about the hand-correctors and the criteria used to annotate duration of the sentence
","1. The authors could have provided more motivation for the choice to use QGAMs as opposed to other analysis methods. In particular, why QGAMs were appropriate to analyze duration as it doesn’t vary across time.

2. The team motivated the use of QGAMs under the assumption that residuals would not be normally distributed, but didn’t include a check showing that this is the case.

3. Based on the Fasiolo et al. (2020) paper cited by the team, QGAMs are a Bayesian method. The team should address what the “p” value means in a Bayesian context.

4. Effect sizes were not discussed in the report. The effect size mentioned in the survey responses is only for duration, not for pitch.
","1. The pipeline for including or excluding fixed effects was not well described. Was the choice to include or not a fixed effect based on model comparison? They note that they use a “confirmatory analysis when testing typicality, which is why we did not compare the following model to simpler models on the basis of ML-scores or AIC” (p. 5), but whether they used maximum likelihood/AIC for log_freq, speech rate, etc. is not clear. 

2. It was unclear why the team only analyzed the adjective and not the nouns, considering that the noun focus condition was the only condition that included trials across all three typicality levels. The team raised an important issue in the study design by noting that adjectives, but not nouns, were counterbalanced across typicality levels; however, since the team controlled for the noun’s # of syllables, it would have been reasonable to look at how duration and pitch varied for the nouns as well.

3. There could have been more details as to how the syllable count used to compute speech rate was acquired.

4. The team could have also looked at intensity, a variable that consistently varies as a function of focus.

5. It was unclear how pitch was extracted over the course of the adjectives and over how many measurements.
","See comments to question 11. 
","See comments to question 11. 
","We agree with the team’s choice to exclude error trials. However it was unclear whether only trials marked as containing an error were excluded, or also trials marked as containing a hesitation, pause or structure error. Also, the survey responses indicated that all observations were included in the analyses, in contrast to what was described in the report.","We agree with the team’s choice to transform f0. However, the parametric table output (e.g., with Intercept = 184.95) suggests that the analysis was not conducted on z-scored f0 values. 
","1. It would have been nice to have more information about the 3 hand-correctors:   what criteria did they use for segmenting the words? How consistent were they? Did 1 hand-corrector do the entire textgrid for the subject? Similarly, it would be useful to know whether the Rapp force aligner consistently led to errors, and if so, we might suggest the use of a different force alignment method.

2. In the QGAMs, what was “err” defined as? Did the team use the default 0.05?
"
2022-05-06 11:02:15,2022-05-06 11:39:34,IP Address,77.182.180.85,100,2238,True,2022-05-06 11:39:35,R_2CP7WCnONoo4S85,,,,,50.1143,8.6641,anonymous,EN,aracana_bitatawa,alosa_atun,100,100,100,publishable as is.,"The analysis is performed very thorough. Each step of preprocessing and of the analysis are well described. The analyses are described in detail in the supplementary data. 

Regarding preprocessing: the automatic forced alignment was complemented with manual segmention (I would have wished to see how segmenters dealt with problematic cases of the [e] and [@]  boundary, but this is just complaining at a high level).

Regarding the analysis: The authors pre-registered their analysis and reported the results of the preregistered analysis. However, since the preregistered model would not converge, they opted for a more exploratory, backwards fitting procedure. This step is fully justified. ","The authors used lmer which, given the nature of the  dependent variable (point-wise measurements of formants and F0, durations) and predictors (numeric predictor of typicality, categorical predictor of focus) is fully justified. ","Choosing dependent variables: 
The authors chose to investigate the direct article preceding the adjective+noun phrase. Given the large phonetic variability in the phrase, this was a very elegant move to controll for phonetic variability . 
Accordingly, the authors opted to investigate literally all possible acoustic measures (formant values, pitch, word duration, speaking rate). Given the task at hand, this is justified. 

Choosing predictors: The authors chose good control variables. As for the predictors of interest, it was a good move to chose average typicality ratings from the rating experiment to get a broader distribution of the ""typicality"" predictor (instead of using a categorical predictor).",All variables are suitable. See above,"The  structure of the final, presented model, is fully sensible. However, I am not surprised that the preregistered model with a three-way interaction in the fixed effects and a three-way interaction of slopes with three (!!!!)  random intercepts did not work. This Barr et al. approach surpasses overfitting. ","Given that the authors have decided to use numerical typicality predictors, it is acceptable that they did not exclude the ""adjective focus"" condition. 
Regarding the exclusion of ""den"": this is totally acceptable, given that the [@] woud systematically differ in the [n] context (and that it was not part of the target phrases).
The exclusion of formants is completely sensible. ","The authors have not reported any transformations. It is very likely that the speaking rate predictor and the word duration variable would have needed a transformation. But I do not think that this would have changed the results. ","I am very impressed with the thoroughness of the analysis. One minor point that I have is the separation of [e] and [@] in ""der"". In my experience, finding a boundary between these two may be very hard. The authors could have used a non-linear method to investigate the entire formant trajectory of the entire vowel complex [e@] or what ever there is. 

Another aspect concerns the interpretation of the statistical analysis of F1. The authors made predictions for all the nine analyzed measures. However, only one turned out to yield a significant effect with a very low t-value (2.5). Under normal circumstances, I would be very careful to state that there is a significant effect of typicality. 

But again, these two points do not diminuish the accomplishments and thoroughness of the authors."
2022-05-08 12:06:50,2022-05-08 12:14:36,IP Address,67.1.31.162,100,466,True,2022-05-08 12:14:37,R_3Je0fLOUP9UMqQE,,,,,32.246,-110.9177,anonymous,EN,dermatolepis_aculeatus,neosilurus_omanensis,95,95,95,publishable with minor revision.,The team needs to elaborate clearly on the outliers issue. The criteria of deleting the outliers was not clear enough for readers. Is every false response or error an outlier?,The two models are good. But the authors have to clarify the reason behind the effect size's formula used in their analysis.,Very good.,The authors need to clarify the differences between errors found in the original data and the outliers.,Very good.,Good,Good,
2022-05-01 20:18:27,2022-05-01 23:56:40,IP Address,184.64.221.169,20,13093,False,2022-05-08 23:56:43,R_1P5KubktZHYZeQz,,,,,,,anonymous,EN,pseudopleuronectes_assasi,procambarus_maculosus,,,,,,,,,,,,
2022-05-09 12:20:10,2022-05-09 13:10:16,IP Address,134.69.55.186,100,3006,True,2022-05-09 13:10:17,R_20V5OlA7o6OtsU1,,,,,34.1325,-118.2076,anonymous,EN,hoplostethus_macrosteus,petauroides_fistulator,50,85,70,publishable with minor revision.,"Regarding the phonetic analysis: according to the instructions provided by the project creators, the WORD tiers were not aligned with each German word. However, it is not clear from the authors’ write-up whether they aligned the WORD-level boundaries prior to extracting the words and saving them as separate files. This has the potential to greatly affect the outcome of the results (if, in fact, the F0 trajectories are NOT from the Nouns, but other words in the utterance).  
","This seems reasonable to us; as F0 varies over time, it makes sense to model with GAMMs. ","The choice to include all of the variables from the spreadsheet in the model is not clearly motivated. ",Why were the distractor names and colors included? We are not clear on the authors' motivations.,"As researchers who are marginally familiar with the GAMM analysis, we have some questions. First, why not use “typicality” as a by-variable smooth term, since it is the variable of interest? Additionally, why were all the other variables included as random smooths, rather than parametric terms?  
Overall, we would have benefited from more detail about the setup of the model and motivations for the specific selections made by the authors. ","No data were excluded, according to this write-up. No mention was made of false starts, hesitations, or other errors that were enumerated in the textgrids, which we find to be an oversight that may have affected the outcome. ","The authors transformed the F0 measurements into semitones, essentially normalizing by speaker to account for inherent vocal tract size differences. We find this to be an appropriate way to account for these differences.",
2022-05-10 04:27:46,2022-05-10 04:52:46,IP Address,213.55.226.71,100,1500,True,2022-05-10 04:52:47,R_3ELJUGgvfiNYODQ,,,,,47.3857,8.5348,anonymous,EN,aratinga_lugubris,procambarus_mahogoni,69,37,51,publishable with major revision.,"'-We didn’t manage to find annotationTextGrids;
- We don’t think that it is reasonable to analyze acoustic correlates (the team chose vowel duration, pitch and intensity of the stressed vowel in adjectives) without taking into account inter-speaker differences, a speaker’s gender, vowel quality and syllable structure.
- We don’t think that it is reasonable to use a variable of interest as a predictor, rather than as a predicted variable (the team decided to predict normalized duration/intensity/f0 by typicality not the other way around).
- In the mixed-effects model typicality is both a predictor and a random intercept. Possibly this is why two out of three models had singular fit.","Linear mixed effects models are suitable for this type of data, but we have identified flaws in the application of the models and their structure.","In general the choice of variables is reasonable, but
-The authors use normalized acoustic features, but they normalize them across all observations without grouping by speaker (we’ve found this in the code, not the pdf)
-The authors didn’t take into account the gender of the speakers.
-The authors predict acoustic features using typicality and not the other way around, hence it should be a multinomial regression, not a linear one.

Also the authors did not take into account the fact that each combination Color+Noun was produced twice and the production could be different from each other.
"," The choice of variables is reasonable and is backed by literature, but the way they were used is flawed (see the comments above).","Since two of the three models had singular fit, it means that their structure was too complex for the provided inputs. Also the authors used typicality as both a predictor and a random intercept.

Also, please see comments in ""Please evaluate the process of choosing variables for and structuring the statistical model.""",The authors do not mention whether any data was excluded. Based on the variables used we could assume that for each token all of the three variables were available so there was no need to exclude any of them.,"We think that FPCA transformation of the data and making its result the main predicted variable in the statistical analysis is not justified by the researchers.
The authors use normalized acoustic features, but they normalize them across all observations without grouping by speaker.
",
2022-05-10 06:06:15,2022-05-11 04:32:00,IP Address,88.10.224.231,100,80745,True,2022-05-11 04:32:01,R_p5vUOmtYu9hLFZv,,,,,43.3126,-1.9745,anonymous,EN,gymnothorax_spinulosus,anomalocaris_ornata,88,56,67,publishable with minor revision.,"The use of mixed model is good. The choice of the fixed effects and random effects as well.
But they only analyze the NF condition. The other condition (AF and ANF) are simply excluded with no specific explanations in the report.
We have to note that they did not follow the guideline to choose only one dependent variable (instead they analyzed pitch, duration and intensity separately) - which to me is a good thing for a paper and something we would probably all do, but just did not respect the guidelines.
","The choice of mixed models is a good one for this type of dataset, in order to control for variability coming from the participants and the stimuli.","Overall the process is not much explained.
They did not choose a particular dependent variable because they used many of them, so it’s hard to evaluate this selection process. 
The good things are: Model residuals were checked properly. There was one transformation because one distribution was skewed.
They did not explain why they choose to use the typicality factor as a categorical variable (rather than the continuous scale typ_mean or typ_median). 
","There are good things and bad things.
To me the choice of using the typicality factor with 3 modality (rather than the continuous scale typ_mean or typ_median) is not a very good choice because they lose some information by reducing a continuous scale down to a 4-modalities factor. (and it kind of forces them to just discard the AF and ANF conditions)
We believe all the conditions (AF, NF, ANF) should have been included in the model instead of removing all the data from the AF and ANF conditions.
The use of col_obj factor (2 modalities: noun vs adjective) is a good idea to contrast the prosody in the color adjective vs the noun (instead of using absolute values or normalizing relatively to the whole sentence) and keeping everything in the model.
","Given the variables they have chosen, the structure of the statistical model is very good.","They excluded all data from NF and ANF condition which we disagree with. 
They also exclude outliers rather properly, although the way they exclude the outliers vary from one dependent variable to another.
","The choice to transform data seemed good, at least well-justified and useful.",
2022-05-11 05:33:33,2022-05-11 07:09:03,IP Address,138.246.3.45,100,5729,True,2022-05-11 07:09:04,R_3kEUp6k0mMm2AmR,,,,,48.3943,11.7319,anonymous,EN,gnathosaurus_canadensis,cromileptes_saxatilis,100,75,88,publishable as is.,"The analysis is well done and well explained, the methods are appropriate considering data and research question. However, it is not well argued why only the typical and atypical conditions were compared as opposed to all three conditions.",The choice of Bayesian mixed effects lognormal regression seems appropriate based on my research into the model.,"The fact that adjective duration was chosen as the main dependent variable was backed up by other literature, and thus seemed reasonable. The other variables (speaker, utterance, degree of typicality) were more or less given by the research question and the way the data was set up.","All included variables are suitable for the model, as already mentioned, I don't understand why medium typical combinations were not included.",Since I have never used the model myself (or have much knowledge of Bayesian statistics) I cannot rate the structure of the model.,"As far as I can tell, including medium typical combinations would not have made the model more difficult to interpret and thus I do not really understand why they were excluded. 
Exclusion of utterances marked as erroneous, as well as missing data points based on  the duration extraction method seems reasonable. 
Why the conditions other than the target condition (noun focus) were included was not explained.","no obvious data transformation was done (at least none that was described), but since only one dependent variable was analyzed, I wouldn't expect much data transformation",I really liked seeing an analysis that focused mainly on one dependent variable instead of a multifactoral approach.
2022-05-11 08:58:54,2022-05-11 09:06:43,IP Address,128.187.116.12,100,469,True,2022-05-11 09:06:44,R_vV7xsvy2lz9ZvDb,,,,,40.2584,-111.6591,anonymous,EN,trapezia_cantonensis,arapaima_modularis,95,100,98,publishable as is.,This was a relatively straightforward but thoroughly documented analysis. No red flags anywhere in the analysis pipeline or in the statistics.,ANOVA was a good choice for what this team was doing. My one complaint is that adding speaker as a random effect might have been helpful.,"There were two variables, pitch and treatment. Very straightforward and justified in a brief review in the beginning. ","The model itself was fine, though it would have been perhaps better to include speaker as a random effect. ","The model's structure was fine. ","This team excluded creaky voice, which is understandable given that they were focused on pitch. But, I recall seeing a lot of creaky voice, so I wonder if there was a lot of data excluded. ",No transformations as far as I could tell.,"I appreciate the thorough documentation of how the data was collected, the author's confessions of limited German and how that affected the data collection, and the detailed statistical output."
