StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_2,Q5_3,Q5_4,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
2022-04-25 06:44:03,2022-04-25 07:40:11,IP Address,138.246.3.41,100,3368,True,2022-04-25 07:40:12,R_2EgWYqa9K1rIrP3,,,,,48.1336,11.5658,anonymous,EN,gnathosaurus_canadensis,ctenosaura_limax,100,100,95,publishable as is.,The way the analysis was done is well explained and replicable with the provided ressources,Multinominal logistic regression is definitely a suitable model for the research questions.,"Three groups of models were used, the first used a subset of features, the second all extracted features and the last was a random baseline. Why and how the specific features were chosen for model 1 is kept rather vage, and it is not explained why these variables are more interpretable than others though I do agree that the variables are well-known and that these three groups of models make a lot of sense for being able to interpret the results.","The variables chosen for model version 1 are well-known and well-studied features in prosody, so they are suitable to investigate the research question. However, the reason for excluding the other variables is not well-explained. Especially how the original 20 features from the list 88 features is not explained. This likely will not alter the results, so I did not deduct any point for this, I just personally would have found it interesting. Especially with regards to the variables that are highly correlated, I would have found it interesting 1) which variables those are and 2) which variables were excluded based on this criterion and why these specific variables were excluded.","For the research question, I find the three models well-suited.","The analysis did not exclude any tokens from the critical condition, i.e., incorrectly produced sentences were included in the analysis. I personally would have excluded incorrectly produced sentences, however, since there were not a lot of them in the data set, it likely does not make a large difference not to exclude them.","I have not used the tools myself but based on the explanations in the report, the transformations seem fine to me.","It is hard for me to evaluate this analysis since I have not personally used most of the tools, e.g., the openSMILE tool, and models described. Because of this, I cannot really judge how accurate the results are, only that I find the choice of methods well-explained."
2022-04-25 13:08:23,2022-04-25 13:28:18,IP Address,67.1.148.177,100,1195,True,2022-04-25 13:28:19,R_1PdQ49t7rNPDNVu,,,,,32.1943,-110.9767,anonymous,EN,dermatolepis_aculeatus,swiftia_ruber,95,100,95,publishable with minor revision.,The analysis was very good.,The choice was very good.,"One thing they don't address is the (very frequent) reduced speech, which altered the syllable count. This will change their sw#sw pattern and must be addressed. Did they exclude these tokens? Did they get parsed as if they were sw#sw patterns when they were s#sw (or something else) instead? Also there was no discussion of how they treated hesitation breaks/pauses, which may disrupt the sw#sw pattern. Ultimately we don't think it will change the analysis, but it is an issue.","They excluded (or they're missing) speaker PS for unknown reasons. They didn't mention what they did with ""error""-marked trials.",Very good.,Very good.,Scaling of pitch f0 was very good.,Minor typos (totalling 348 typical and 348 typical phrases).
2022-04-18 07:11:11,2022-04-18 13:41:12,IP Address,92.10.240.239,25,23400,False,2022-04-25 13:41:13,R_2whFClan6tUWgjM,,,,,,,anonymous,EN,,,,,,,,,,,,,,
2022-04-18 13:49:34,2022-04-18 14:05:14,IP Address,129.107.80.47,20,939,False,2022-04-25 14:07:27,R_vfvyDCv0HnXFxzX,,,,,,,anonymous,EN,epinephelus_aztecus,haematopus_fossor,,,,,,,,,,,,
2022-04-26 01:48:54,2022-04-26 02:11:11,IP Address,139.124.248.164,100,1337,True,2022-04-26 02:11:12,R_YYO2BGSOpcwCrqV,,,,,43.5312,5.4554,anonymous,EN,eriphia_laterispinis,varanus_eulophotes,90,60,80,publishable with minor revision.,"The phonetic analysis seems sound, and the statistical analysis conforms to standards in the field, which is both a good and a bad point (see details below).","The authors report that the residuals of the LMM was not normally distributed. Then, they report that log- or inverse-transforming the dependant variables also lead to non-normally distributed residuals. From there, they chose to use a Gaussian model without transformation, ignoring the failure of their assumption checks. A better option would have been to try other transformations and/or other likely functions for the model.",The choice of variables seems sensible.,The choice of variables seems sensible.,"The structure of the model seems OK (although it could be improved, see the assumptions check issue explained above).","No data were excluded, which seems OK.",I think the data do not necessarily to be transformed but different distribution assumptions should have been tried within the statistical models (see my previous point).,I have no additional comments at this point. Congrats to the authors for a (overall) very sound and well conducted analysis.
2022-04-26 07:51:07,2022-04-26 08:16:29,IP Address,87.169.109.146,100,1521,True,2022-04-26 08:16:29,R_UA6uDUUCzjUuSnD,,,,,48.1355,11.5911,anonymous,EN,procambarus_maculosus,procambarus_mahogoni,20,30,25,deeply flawed and unpublishable.,"Both analysis script and written summary are not sufficiently comprehensive. A short report is totally okay, but content descriptions and explanations regarding dataset, extraction of studied parameter and statistical method are missing. The choice of mixed models is appropriate as are the dependent variables and fixed factor; however, repeating the fixed factor (typ_median) in the random factor structure is a highly irregular practice and, in this case, leads to estimation errors for the random effects. Two of the three statistical models resulted in singularities which makes the results unreliable and unpublishable. The selection of the analysed data subset is described inaccurately. The measurement methods and further standardization procedures are not discussed or derivable from the given information. Only the vowels in the colours were analysed but not the target words. There are no expectations as to the direction in which typicality could influence the three parameters studied.",Suitable. Mixed models allow for the integration of fixed and random factors. This makes it possible to comprehensively cover influences on the variation of the dependent variable. They are insensitive to an unbalanced number of values in the data set and therefore fit the given speech data.,"Not evaluable, as the process is not described and the selection of variables is not explained.","Overall, the used variables seem reasonable. However, more variables (especially, but not only,  more random factors and slopes) could have been integrated to improve the model. E.g.: word/vowel, possibly other speaker characteristics that could influence the F0 height or intensity (e.g. F0 is generally higher for women). It is unknown which variables were intentionally excluded from the model and it is not described why typ_median was used instead of the ternary typicality groups.","Dependent and independent variables are appropriate according to the research question. In each of the three statistical models, the fixed factor referring to the typicality score is at the same time integrated as a random factor within the same model, which is questionable.","Focus on NF is appropriate. The colours are compared, but not the target words. The advantage of using the colours is that there is a balanced set of words in relation to the typicality groups. It is unclear, however, why a typicality effect should show in the colour instead of the target words. The choice of which vowels to analyse is neither described nor evident from the script. From the attached data set, it can be assumed that the stressed vowel (V1) from the colour was analysed. The colour words in NF were: “gelb, grün, rot, orange, braun“. The stressed vowel in ""orange"" is the second and is in the csv coded as V1 and thus in the analysis. However, it looks like the first vowel /ɔ/ of “orange” was also analysed (the vowel /ɔ/ is also noted as V1 and is thus included in the analysis), although this is not the stressed vowel in the word.","These are difficult to understand. Were the speech signals opened in Praat and the analysed parameters determined manually and transferred to the table? Or were there any Praat-Scripts used for this? To which words do these vowel segments listed in the csv table belong, and which position do they occupy in the word (especially as regards the word “orange”, /ɔ/ und /a/ segments)? There is no explanation as to why the dependent variables were converted into a general standardised measure and not normalised in a speaker-specific way. A normalisation of vowel duration with regard to speaking rate instead of using the pure duration prior to standardisation would have been useful. Considering the intensity of the vowel not absolutely, but relatively - i.e. in comparison to other segments/vowels of the same speaker - could be worthwhile.
How exactly was F0 measured? Which algorithm was used to extract the F0 signal?",Calculation of the effect size (“Cohen D”) is neither described in detail nor is the method of computation shown.
2022-04-26 10:15:41,2022-04-26 11:08:03,IP Address,73.14.34.31,100,3142,True,2022-04-26 11:08:04,R_1qVO2H7FZxFNC2s,,,,,40.0373,-105.279,anonymous,EN,clione_dorsalis,nestor_idahoensis,55,75,65,publishable with minor revision.,"Rating of phonetic analysis: no interpretation of F1 and F2 data is provided in the analysis, and isn't easily interpreted. Because different directions of effect (i.e., F1 should decrease with vowel space dispersion for high vowels and increase with vowel space dispersion for low vowels) are expected by vowel it's unclear how to interpret a main effect of typicality on F1 or F2. 
Rating of statistical analysis: The statistical analysis is largely sufficient; the authors wrote a clear analysis and description of their statistical methods. We're not sure whether including words (which is effectively vowel) as random slopes was appropriate, because the directions for the F1 and F2 variables vary predictably by vowel. We would have appreciated more justification for the choice of using random slopes for word effects rather than a fixed effect, and the implications for interpretation of the main effect of typicality on F1 and F2. ","The Bayesian analysis was well-motivated. ","The independent variable addressed the research question. 
The dependent variables duration and F0 were appropriate. F1 and F2 were relevant, but required further interpretation as described above. ","The variables were suitable to include in a model investigating the effect of typicality on prosodic realization.  ","Given that word and vowel are identical features, including word as a random effect rather than a fixed effect made the results of the model difficult to interpret because of the different predictions for F1 and F2 by vowel. ","The researchers made appropriate choices to exclude unlikely measurements from their analysis. ","The researchers made appropriate choices to log transform data. ","We acknowledge that our expertise is limited in evaluating the technical aspects of a Bayesian statistical model. "
2022-04-26 10:12:57,2022-04-26 11:29:17,IP Address,188.210.214.2,100,4580,True,2022-04-26 11:29:18,R_3CBYPaJFZBssrXa,,,,,55.867,-4.2621,anonymous,EN,psittacula_scabriculus,clione_dorsalis,90,80,85,publishable with minor revision.,"The analysis is very good. However, at some points a bit more explanation or supporting sources could be added as to why these predictors were chosen (f.e., gender). Also, the factors were releveled but it doesn't become clear from the code whether the presented statistics were based on the default dummy coding, or some sum coding, for instance. That won't change the results bit might slightly change the values, particularly the estimate. ",The chosen of statistical analysis is good and appropriate for the type of data.,"As mentioned before, it might be good to add some brief notes of why the authors had decided upon controlling for gender (maybe some past literature). ",The variables seem all very suitably chosen for the model.,The statistical models are structured well.,NA,"As per my note above, possibly consider changing the contrast type, for the sake of presentation of the final statistics numbers.",NA
2022-04-19 10:41:22,2022-04-19 13:01:41,IP Address,5.132.95.23,40,8419,False,2022-04-26 13:01:42,R_30racGKw6LQ9nkB,,,,,,,anonymous,EN,ctenosaura_limax,cromileptes_saxatilis,10,55,3,publishable as is.,,,,,,,,
2022-04-26 18:24:27,2022-04-26 18:32:14,IP Address,73.235.22.233,100,466,True,2022-04-26 18:32:14,R_1FDtmuKCgiUMtJO,,,,,38.5559,-121.7391,anonymous,EN,pervagor_meeki,trachyphyllia_lappa,75,70,75,publishable with major revision.,"The analyses reported by this team are overall appropriate for this data and design. In particular, we agree with the team’s choice to analyze word-level acoustic features (pitch, duration) that correlate with focus using linear mixed effects models, which allows the team to control for individual differences across speakers. We also agree with the choice to only analyze NF trials, as trials in other conditions did not present a well-balanced typicality manipulation.
However, we have questions regarding some of the choices made by the team, which could have been justified more thoroughly in the report. These include the choice to only analyze half of the data rather than including “repetition” as a covariate in the models; the choice to include “phrase” as a random effect, and to include “color” as a fixed effect even for the models on the nouns; the choice to ignore singular fit in the lmer model; the difference between min/max f0 and f0 range and the parameters used to extract f0. We elaborate on these and other issues in response to the following questions.",Linear mixed effects models are an appropriate choice of analysis.,"In response to this question, we address concerns with the selection of independent variables and random effects. 

1. The choice to include “phrase” as a random effect was not well justified. First, it was unclear what was meant by “phrase” in the report; by looking at the R script provided, we found that “phrase” referred to the specific color-noun combination. However, that is equivalent to using the target noun as a random effect, since each noun was only paired with a single color in the NF condition. A potential issue with including noun/phrase as a random effect is that nouns were not crossed with typicality (each noun only occurrent in one typicality condition); this may lead the models to attribute variance due to typicality to word specific effects, which may have contributed to the generally null effects of typicality in these models. Therefore, we would recommend that the team provides a more thorough justification for why the noun/phrase random effect should be included. 

2. While looking at the R code, we also detected a minor issue with the generation of the phrase variable: in two cases (“braunen-Paprika” and “orangen-Trauben”) an extra space was added at the end of the color in some trials (“braunen -Paprika” and “orangen -Trauben”) leading to two spurious extra phrases with just 2 observations each. If the team keeps phrase as a random effect, they should address this minor issue so that phrase is coded correctly.

3. There could also be more justification for the choice to include color as a fixed effect in all models, including the models on the nouns.

4. We appreciated that the team raised the issue of repetition in shaping typicality effects. We suggest that the team could have added “repetition” (first or second time each noun was uttered in the NF condition) as a covariate in the models to address any potential repetition effects. 
","In response to this question, we address concerns with the selection of dependent variables.

1. Pitch and duration, measured at the word-level, are relevant measures of prosodic prominence. The team could also have measured intensity, a similarly relevant measure that has consistently been associated with focus, or explained whether there were any reasons why they did not think this measure was appropriate.

2. The report should have included more details about the parameters used in the Praat script to extract f0. In particular, we have the following questions: given that pitch range is usually measured as the difference between min and max f0, why was range used as a separate variable in addition to min and max f0? What parameters were used to determine plausible f0 measurements, and were they the same across speaker genders? While looking at the f0 data collected by the team, we found that a large percentage of words led to “undefined” f0 measurements (presumably outside the preselected bounds); a different set of parameters may have led to fewer data exclusions and, therefore, greater statistical power.
","1. When looking at the R code provided, we noticed that the team suppressed the “singular fit” warnings produced by lme4 by default. By running the models without this suppression, we found that all models led to a singular fit, indicating that the random effects structure may have been too complex for the small dataset used in these analyses. While there is some debate as to whether random effects should be simplified to avoid singular fit or not, the developers of lme4 (the package used in these analyses) recommend avoiding singular fit (see the lme4 documentation, https://search.r-project.org/CRAN/refmans/lme4/html/isSingular.html). In particular, they warn that Wald statistics (e.g. chi square) and likelihood ratio tests may be inappropriate when applied to models with singular fit. As the team relied on these types of tests to assess significance, we recommend that they simplify the random effects structure to avoid singular fit; alternatively, if they wish to retain the maximal structure even with singular fit, we suggest that they reconsider the type of significance test being used. More generally, we recommend that the team address and justify their reasons for ignoring the singular fit warning.

2. In both the R code and the report, the team did not specify what type of contrasts were being applied to the fixed effects in the models. As the contrasts were not defined in R, the models presumably used the default dummy coding, with “atypical” as the default baseline for typicality (being first alphabetically). Contrasts may not have been relevant to this team, as they did not report any of the model estimates but rather tested significance using chi-squared, likelihood ratio tests, and eta squared effect sizes. However, we would recommend that the team still define the fixed effects contrasts in order to produce interpretable estimates relevant to the hypothesis (for a review on the importance of setting and reporting contrasts, see Brehm & Alday 2022, JML, https://osf.io/9648f/). Reporting individual contrasts (e.g., atypical vs typical, atypical vs medium, etc…) may also reveal more nuanced effects of typicality that may not have been captured by the effect size for the overall effect of typicality across all levels.","1. We agree with the team’s choice to exclude error trials, including the additional errors identified by the team and not by the study coordinators.

2. We do not agree with the choice to only analyze the first mention of each color-noun phrase for each speaker, which is equivalent to only analyzing half of the data. This undoubtedly led to lower power in the models, which were already too complex for this small dataset. The team raised a valid issue by noting that each color-noun phrase was repeated twice for each speaker, and that this repetition may have influenced prosodic prominence; however, rather than eliminating half of the data, we suggest that the team could have added repetition as a covariate in the models (which we would find more justified than adding color as a fixed effect).
","It is debatable whether linear models are appropriate to analyze non-transformed pitch in Hz, which is not normally distributed. We would recommend performing a transformation on Hz to render it more linear (e.g., log or semitones), or to justify the choice not to transform Hz.
","The team used an overall solid approach for data originating from a limited dataset with some design flaws. We agree with the major steps taken by the team in the analysis, including the choice of DV and the type of models used. We raise some concerns regarding some of the team’s choices, which we believe could be addressed by modifying some aspects of the data analysis and/or by further justifying those choices in the report.

Another minor comment: the report and figures did not specify which units were used to measure duration (e.g., seconds or milliseconds). This could be inferred by the unit size on the Fig. 1 y-axis, but we recommend that the team include the units more explicitly.
"
2022-04-27 03:00:47,2022-04-27 03:18:23,IP Address,144.32.240.17,100,1055,True,2022-04-27 03:18:23,R_VXaobjXzPIPuFVf,,,,,53.9573,-1.0837,anonymous,EN,pervagor_adscensionis,paralichthys_undulatus,90,90,90,publishable with minor revision.,Solid statistical analysis,Mixed effects fairly standard in the field,Appropriate,Appropriate,Suitable for the data and the question,Only used NF as this was the only condition that directly answered the research question,f0 transformed to semitones which should normalise across sex (but some justification needed for the specific setting chosen),
2022-04-27 04:46:09,2022-04-27 06:41:38,IP Address,92.5.242.235,100,6929,True,2022-04-27 06:41:39,R_3sM0cVnxHNxUcZr,,,,,53.4606,-2.2572,anonymous,EN,naso_cassivellaunos,linckia_nattereri,66,70,23,publishable with major revision.,,,,,,,,
2022-04-26 03:10:02,2022-04-27 07:07:01,IP Address,88.10.224.231,100,100619,True,2022-04-27 07:07:02,R_1LBBX8gnuyDmgfY,,,,,43.3126,-1.9745,anonymous,EN,gymnothorax_spinulosus,trigonias_lachneri,80,35,50,publishable with major revision.,"The phonetic analysis methodology is justified with literature, and I appreciate that the composite measure makes it possible to avoid the problem of choosing which of F0, duration or intensity should be the dependent variable after starting the statistical analysis. But the measure that was used came from a paper that had nothing to do with phrasal prominence or typicality and might not have been sensitive enough for the purpose of this analysis. 
The biggest problem I see with the statistical analysis is the choice to simply ignore the AF and ANF conditions, and keep only data from NF condition. This choice is hard to understand for two reasons: (1) Phrasal prominence is bound to have a big impact on the stress pattern of the sentence, and it is possible or even likely that typicality, if it has an effect on prosodic prominence, would not have the exact same effect in different phrasal prominence conditions. And (2) this choice ignores the explicit design of the experiment. 
","The choice of mixed models is a good one for this type of dataset, in order to control for variability coming from the participants and the stimuli. "," As explained above, it is hard for me to understand the choice of ignoring 2 experimental conditions in the statistical model and therefore not using condition as a variable in the model. It might also have made sense to include some effects usually included in phonetic analysis, for example a fixed effect of gender. It is possible however that the type of composite variable used makes adding a gender effect unnecessary. Also there is nothing about comparing the model with simpler models (or more complex models) to see if the model is the right one.
Besides, the choice of using the mean typicality (rather than the median, or the categorical values) is not explained. But I feel that justifying this choice (at least between mean and median) is a hard problem that we did not solve in our group either.","Typ_mean sounds good to us. The composite variable as well.
Random effects are ok. Condition variable is missing as we already explained.","Given the data that they have selected the model is suitable. But if they had kept data from all 3 conditions (AF,NF,ANF) they should have included the condition as a fixed factor in the model as well as the interaction condition:typ_mean
They could include all the random effects in the model , which is fine (but would probably not have been possible with a more complex model including condition). Also, they should have checked the normality of their residuals to verify that the model is suitable.","They excluded all data from NF and ANF condition.  They say they did so because in these conditions the typicality was not balanced. But to us this reason would only make sense if they used the typicality categories. Since they used the mean_typicality this should not be a problem. 
The data with errors was rightly excluded. I believe that it would have been necessary to further check the automatically extracted acoustic analyses to make sure they did not contain nonsensical values. For instance they could have excluded outliers in intensity /duration.
They excluded all data from NF and ANF condition.  They say they did so because in these conditions the typicality was not balanced. But to us this reason would only make sense if they used the typicality categories. Since they used the mean_typicality this should not be a problem. 
The data with errors was rightly excluded. I believe that it would have been necessary to further check the automatically extracted acoustic analyses to make sure they did not contain nonsensical values. For instance they could have excluded outliers in intensity /duration.
","Not knowing the measurement used very well, it is hard to judge if it is a priori reasonable to log-transform it. That being said if I understand correctly the model assumptions for mixed-effects models, it is the residuals of the model that should be normally distributed, not the data itself, so the justification provided for log-transforming data is not correct.",no further comment
2022-04-27 08:18:09,2022-04-27 08:30:59,IP Address,144.82.60.13,100,769,True,2022-04-27 08:31:00,R_1jlxb4biV5eVFWl,,,,,51.6115,-0.2496,anonymous,EN,stygobromus_tyraica,hoplostethus_macrosteus,65,25,45,publishable with major revision.,"We found the segmentation criteria referenced to be generally rigorous, and spot checks of TextGrids did not reveal major concerns with regard to segmentation, but there were minor issues with annotation. We also did not have concerns with the Praat script used to extract acoustic measurements. However, given the challenges in segmenting liquids as mentioned in the authors’ response, some more in-depth discussion of how inter-rater reliability checks were conducted, as well as reporting of the results of such checks, would have been appropriate. There could also be more clarify as to what “coarticulated” referred to in relation to the segmentation of /Vl/, whether as opposed to deletion or assimilation or not, since that would presumably have a systematic effect on duration. In combination with the above, our rating for the phonetic analysis further reflects our concerns for the specific features chosen for analysis, which we elaborate below. While many of these analyst decisions could certainly be justifiable, we were often not provided with such justifications.

While the statistical analysis followed a generally accepted framework, there were issues with how models were formed and evaluated, meaning that one of the models in question could not adequately address the research question posed. Our rating for this part is thus a reflection of what we consider a flawed and somewhat misleading analysis that is likely to produce an unreliable estimate of the relationship between the variables.",We consider the use of linear mixed-effects modelling to be appropriate.,"We found the process of model selection to be problematic. The various models fitted in the Rmd for duration and intensity indicate the lack of a principled approach in deciding whether each factor should be included as a fixed effect or a random one. More generally, we do not consider the decision to include ‘color’ as a fixed effect to be sufficiently justified in this case. We also do not consider it appropriate to model the full datasets for comparison, when it has already been decided that outliers should be removed. Furthermore, when comparing model fit using AIC, models should be fit with ML rather than REML for the comparison to be meaningful. In this case, m3.5 would not have been considered an improved fit over m2.5 (the difference in AIC being less than 2).","Duration and maximum intensity of the stressed vowel are certainly relevant variables to include, although we remain curious as to the exclusion of other related features extracted from the Praat script. While the exclusion of f0 and formants is not problematic per se, the authors’ concerns could have been addressed by means of by-speaker normalization, and we believe that stronger justification could have been offered for their exclusion.

Other independent variables were suitably included in the model, but, as above, we question the choice of including ‘color’ as a fixed predictor. ","We are of the opinion that the final model for duration was not appropriately structured. The way the interaction was included and subsequently tested (via Anova) does not in fact permit the significance of the specific typicality x color interaction term to be tested, or indeed the main effects of each fixed predictor. If, instead, a “typicality * color” term were included in the model formula, the p-value for the typicality:color term would come out as approximately 0.025, which would have to be more cautiously interpreted, since Wald z-test is known to be anti-conservative (thus reinforcing our concern above in Q11 that including the interaction would not seem to improve model fit by AIC). The model for intensity did not suffer from the same issue. The use of treatment/dummy coding here, as opposed to sum coding, would have an impact on the interpretation of intercepts and effect sizes, especially where interactions were concerned.","We consider excluding trials marked with “error” or “hesitation break” when the target is affected to be an appropriate choice. However, the blanket exclusion of values beyond 2SD from the mean is typically considered to be a heavy-handed approach, and we do not consider it to be sufficiently justified in the present case.","Contrary to the authors’ response, they did not in fact center and scale the dependent variables for modelling. This was only done as an intermediate step to exclude outliers.","We encountered a number of challenges navigating the Rmd when attempting to reproduce the results. The principal difficulty arose from the fact that Results_clean.csv was not provided, but the way it was used in the Rmd also indicates that it was not the direct output from the Praat Script and that much additional manipulation was required to arrive at a suitable form. Relatedly, there were inconsistencies in how tokens were labelled in the TextGrids, some of which resulted in ambiguity that required additional checking (in particular, ‘g’ referred to both ‘gelb’ and ‘gruen’ depending on the speaker). We were unable to reproduce the step excluding outliers for intensity, as the code excluded 36 instead of 33 observations for us. Reproduction would also have been aided by a tidier Rmd with more user-friendly comments and with redundancies removed (e.g. all the packages that were in fact not used), as well as the HTML output knitted from the Rmd."
2022-04-27 12:06:39,2022-04-27 12:16:46,IP Address,67.218.235.188,100,606,True,2022-04-27 12:16:47,R_phg2ZETCJTPHKHD,,,,,43.3126,-1.9745,anonymous,EN,pseudodax_euryzona,haematopus_fossor,65,70,70,publishable with minor revision.,"This analysis reports multiple tests of three different phonetic metrics without providing a convincing rationale for this decision. In addition, some factors potentially affecting the outcome of the analysis were not appropriately controlled for, including speech rate (which directly affects duration measures) and inter-speaker variation (especially, given that random slopes were not included in the statistical model).",The statistical analysis type (LMER) seems correctly selected to me.,"The metrics selected for the response variables are potentially interesting, but the authors reported a bunch of them, and no motivation was provided for the big quantity of tests. This makes the analysis feel a bit like a “fishing expedition”, with multiple selected metrics and multiple testings of them, and no correction of the resulting p-values. The tests include frame duration, adjective duration, noun duration, adj V duration, noun V duration, adj V intensity, noun V intensity, adj V centralisation, and noun V centralisation, for a total of 9 tests.","The authors chose to report duration, but they did not normalize/control for speech rate, so that the variable duration, as is, might not be adequate.","The models are structured as METRIC.c ~ trial * typicality + (1 | word) + (1 | speaker), but the reasoning behind choosing to add an interaction over non-interacting predictors is not provided. Random intercepts for “speaker” and “word” were appropriately added. I assume that the inclusion of random slopes prevented the model from converging and that they were discarded because of that.",I feel that not enough subsets of the data were excluded. Our team needed to mark extra sentences as errors or hesitation breaks in addition to the ones already marked as such in the provided textgrids. Errors and hesitation stops likely affected the measurements (e.g. duration) in these sentences.,"All measurements were centered around the mean of the population. Given that “speaker” was only introduced as a random intercept in the statistical analysis, I would have opted for a by-speaker normalization to account for inter-speaker variation to a greater extent.",-
2022-04-21 16:52:48,2022-04-27 12:56:04,IP Address,96.242.236.104,100,504196,True,2022-04-27 12:56:04,R_AdgL6HTEuvu0mvD,,,,,40.5921,-74.6238,anonymous,EN,procambarus_mahogoni,ceratophrys_elephantotus,80,80,80,publishable with minor revision.,"The choice to run the sound files through another forced aligner and then not manually correct it due to time constraints is questionable. ","Its rated as 80/100 because we were unfamiliar with the analysis and are unsure of how best it suits the data. If author(s) provided rationale as to why this analysis best fits the data set, then we would rate it higher. ","The factors/variables focused on were ""typicality"", ""word category"", duration, and F0. These variables are appropriate for answering the research question that was presented for the data set.","The variable of typicality was left as a three-factor choice, when there was a continuous scale for typicality that included a more precise measure of typicality. But, we are unfamiliar with the statistical analysis used, so it could be that a continuous scale isn't suitable for this model. ","We are not familiar with the structure of the statistical model so we cannot evaluate if it is the best fit for the data set. ",N/A,N/A,"The author(s) points out that a limitation of the data set is that it is unbalanced because there are only 5 males. However, they don't target that issue in the analysis (i.e., exclusion or transformation)."
2022-04-20 10:07:42,2022-04-20 13:51:16,IP Address,71.182.176.168,40,13413,False,2022-04-27 15:31:48,R_71YCCaSbrDtOIKd,,,,,,,anonymous,EN,hoplostethus_macrosteus,trachurus_riukiuensis,13,11,14,deeply flawed and unpublishable.,,,,,,,,
2022-04-27 18:00:57,2022-04-27 18:05:26,IP Address,71.104.44.228,100,269,True,2022-04-27 18:05:27,R_2dj4OKeeX0mWtI1,,,,,40.4992,-74.4996,anonymous,EN,lasionycteris_altavela,lycodes_bradfieldi,90,35,65,publishable with major revision.,"The full analysis write-up was not presented nor was the aggregate data used in the model made available. The team just presented a table with results. ","The authors choose to analyze the data with a RM ANOVA. The authors could have considered using analyses that do not aggregate across trials and assume that all trails are equal. Additionally, nonlinear model would are also an option (e.g., generalized additive models). 
","I have no issues with their choice of variables (they seem reasonable given the research question) and are supported by prior literature. 

The model itself, however, is fairly basic and does not take into account all sources of random variability which makes inferences biased. 
","Typicality and frequency band  are  suitable variables to include in the model. I would have probably included the frequency band variable as a continuous variable.

","The model does not account for all sources of variability (i.e., at the item and typicality levels). ","They analyzed all the data. While there were not many
error trials I wonder if excluding them would have made a difference in  this analysis. 
","No transformations. It is not clear if the data met the assumptions for ANOVA (looks like they did not), and if not, what they did about it. 
","I found the document hard to follow. It would have been nice if they wrote up an actual results section as there is lots of data to follow. 

Aggregate data not included.

Regardless of “smallness” of effect size, the AM interaction was significant and should have been explored based on their answers in the questionnaire (significance will be determined by p < .05). 

Small was not defined by the authors nor which effect size they were using. 
"
2022-04-27 19:26:25,2022-04-27 19:27:37,IP Address,222.154.100.210,100,72,True,2022-04-27 19:27:38,R_pxw6REc24TExteh,,,,,-43.5379,172.6151,anonymous,EN,alosa_atun,pervagor_adscensionis,70,85,80,publishable with minor revision.,,,,,,,,
2022-04-20 19:42:27,2022-04-20 19:43:03,IP Address,132.181.235.171,20,35,False,2022-04-27 19:43:06,R_1ikC4LhBfOOZxuH,,,,,,,anonymous,EN,alosa_atun,pervagor_adscensionis,,,,,,,,,,,,
2022-04-20 19:56:32,2022-04-20 19:56:53,IP Address,222.154.101.247,20,20,False,2022-04-27 19:57:02,R_3MKyvaWY1tqUGMN,,,,,,,anonymous,EN,alosa_atun,varanus_eulophotes,,,,,,,,,,,,
