StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_2,Q5_3,Q5_4,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
2022-06-06 09:43:55,2022-06-06 10:30:02,IP Address,141.201.219.162,100,2766,True,2022-06-06 10:30:03,R_3RkA1xsxKh5jIAe,,,,,47.8008,13.0443,anonymous,EN,anomalocaris_ornata,naso_cassivellaunos,81,90,85,publishable with minor revision.,"Neither of us is very familiar with Bayesian methodologies, from what we do know, the Bayesian analysis seems to have been carried out correctly.",A Bayesian approach seems suitable for the question type.,Variables used in the analysis are clearly defined and are justified.,See above,What the authors have done make sense. They explain their choices well.,"The reasoning behind only using a subset of the data is explained well and makes sense from an experimental point of view. However, with this particular data set, this means working with far fewer data points. The result of this is also the eventual loss of the medium category.

A potential issue which is not addressed is the production errors in the audio. There are 60+ such production errors that were not marked as such in the original files, this has very possible repercussions for the segmentation and mass analysis if these errors were indeed included.",The normalisation makes sense and is appropriate here.,
2022-06-06 09:54:17,2022-06-06 11:03:59,IP Address,73.14.34.31,100,4181,True,2022-06-06 11:04:00,R_3efpvnwDlM6FnbE,,,,,40.0373,-105.279,anonymous,EN,clione_dorsalis,pseudopleuronectes_assasi,80,71,76,publishable with minor revision.,"The phonetic analyses seemed to examine relevant variables for exploring a hypothesis about prosodic manipulation. 

We're not sure why the AF-NF comparison is relevant to the hypotheses and would have liked more explanation about the inclusion of this analysis. 

The authors don't clearly specify the models used (e.g., lmer and ANOVA vs Chi-squared).","The type of statistical analysis appears appropriate to answer the research question using the variables specified. The approach of comparison between a null model and a model with a single fixed effect seems non-standard; we're not sure how to interpret a linear mixed-effects model with no fixed effect. ","The variables are appropriate to answer the research question using prosodic hypotheses. We're unsure about the approach of comparing a null model to a model with one fixed effect. 
","It's unclear why the NF-AF condition comparison was relevant to the research question. The rest of the variables included the other models in the analysis are appropriate. 
 ","We're unsure about the approach of comparing a null model to a model with one fixed effect. The random intercepts included in the linear mixed-effects models are fine. ","It's unclear why the NF-AF condition comparison was relevant to the research question. 
The analysis of NF-only data for typicality is appropriate to answer the research question. ","The data transformation from Hertz to semi-tones was well-motivated. Given the variety of vowels, using the Euclidean distance measure was a good way to consider the vowel space as a whole.",
2022-06-06 13:20:31,2022-06-06 13:39:11,IP Address,95.90.194.21,100,1120,True,2022-06-06 13:39:12,R_UhzP1LCgqJySlbP,,,,,48.1663,11.5683,anonymous,EN,gnathosaurus_canadensis,psittacula_scabriculus,90,80,86,publishable with minor revision.,"The analyses are done very similarly to what I would have done, the variables chosen are well justified, the reporting of the results is a bit confusing though (this might be just the wording though, not necessarily the method).","I have not personally worked with the method, but based on my research, the method is suitable for an analysis of the type done in the report.","The choices were made based on previous literature, so that seems fine","average vowel duration is technically a good variable, however, I am not sure how well it works as an insular variable, especially because all the targets have different vowels in different phonetic contexts.",seems fine,"quite a number of trials were excluded based on either production errors or because the vowel was not articulated. These are good criteria, however, the report did not specify which trials were excluded and if this lead to unbalanced numbers for e.g., the different typicality conditions or the represented vowels.",If feel like the fact that the targets had different vowels in different contexts should have been addressed somewhere.,
2022-06-07 06:51:27,2022-06-07 07:11:23,IP Address,134.2.129.196,100,1196,True,2022-06-07 07:11:24,R_22m1wg0dbTzWhLQ,,,,,48.767,9.1827,anonymous,EN,aracana_bitatawa,paralichthys_undulatus,80,20,50,deeply flawed and unpublishable.,"The analysis does not present any motivation, expectations or hypothesis. 
It is not explained, why only the noun focus condition was analyzed.

The dependent variable ""RangeST"" was not motivated (it might be naively understandable, nevertheless, I would have expected a broader analysis in terms of mean F0).

Also, given that there are systematic differences between speakers, absolute changes may not be representative. Instead, I would have recommended changes in standard deviations. I at least would have expected that speaker differences in F0 would be discussed. 

No discussion was provided how the automatic extraction of F0 was checked or how gender differences were accounted for (the algorithm provided by Praat yields sometimes octave errors when parameters are set incorrectly).

In the light of the model structure, the analyst seems to assume that there are only main effects of the predictors. However, it is possible that typicallity may attack only either the adjective or the noun, or that the effects may be different on these both classes. This type of effect should have been tested by an interaction between word class and typicality (or at least reported that it had been tested). 

In the manuscript, the reader is pointed to the results in the tables and the figures. But no in deepth discussion is provided. 

No discussion of distributions is provided. In Figure 1, one can infer that F0 is not normally distributed. I would have liked to see a density plot for both classes (and typicalities). 

Also, Figure 2 is not discussed. While the results of the statistical analysis are summarized, the mean values in Table 3 are not discussed at all (simply presented on the platter for the reader to analyze them). 

No variables were tested to control for typical changes of F0 such as word duration phonetic context, speaking rate, etc.). 



","The statistical analysis is OK under the assumption that the distribution of the dependent variable is normal (which it seems not to be). ","The analyst chose the most obvious predictors: word class and typicality, in addition to standard random effects. 
The dependent variable was not motivated. 
The structure of the model is flawed or at least not properly discussed, as I have outlined above. ","The predictors are suitable for the analysis. 
The dependent variable seems to be not normally distributed, which may introduce problems in the evaluation of the model. ",The structure of the model is suitable to test the underlying question.,The analyst has not discussed the exclusion of the other conditions provided by the project.,"No transformations of the data have been performed. ","In my opinion, the analyst has done the bare minimum to analyze the data, both in terms of the analysis as well as reportage. "
2022-06-07 08:19:47,2022-06-07 09:17:15,IP Address,86.142.234.96,100,3447,True,2022-06-07 09:17:16,R_pi9u8euEeVmcKL7,,,,,53.9573,-1.0837,anonymous,EN,pervagor_adscensionis,trachurus_riukiuensis,82,81,80,publishable with minor revision.,"Overall we thought this was a very solid analysis, but we thought there were potentially issues with Praat settings for f0 analysis (perhaps wider range needed for female speakers) and we questioned the removal of outliers.",Entirely appropriate,Entirely appropriate,Entirely appropriate,Entirely appropriate,The process involved removing outliers. The decision to remove outliers wasn't justified and we think that this issue is more to do with measurement methods rather than statistical outliers (i.e. an issue with data extraction).,"Perhaps the f0 could have been converted to a perceptual scale, but we thought the use of raw Hz was fine",
2022-06-07 14:23:40,2022-06-07 14:39:44,IP Address,186.223.211.201,100,964,True,2022-06-07 14:39:45,R_2rOOEeDpTHybHgc,,,,,-21.9065,-47.8747,anonymous,EN,swiftia_ruber,anthracoceros_coronata,66,76,70,publishable as is.,"Segmentation was carried out at the word level and the team justifies this by pointing out difficulties in segmenting at the level of individual phones. Some of these difficulties also impact the segmentation at the word level, although this issue was not addressed in the report.

Acoustic correlates were measured at the word level and that probably affected the results, given the fact that the correlates the team chose to measure, duration, pitch and intensity are known to vary from syllable to syllable in a given word as a function of the degree of stress. So, measuring the correlates at the word level turns out no to be very informative and essentially limits the chance of observing a significant effect.

Three acoustic correlates were selected as dependent variables, despite the instruction given by the organizers to report just one numerical value in the final report.","The statistical analysis is very simple and straightforward, a simple linear model having the mean typicality index as dependent variable and the acoustic correlates as dependent variables. Separate models were run for what the team called ""condition"", that is, the three types of focus conditions (focus on Noun, Adjective or broad focus). The analysis seems appropriate in itself, although, as said before, the fact that the dependent variables were measured at the word level may have compromised the chance of detecting a significant effect.","As said before, the statistical analysis seems appropriate in itself, although the fact that the dependent variables were measured at the word level may have compromised the chance of detecting a significant effect.",The fact that the dependent variables were measured at the word level may have compromised the chance of detecting a significant effect.,The statistical model and the way it was structured is essentially correct and appropriate. A more sophisticated model would not make it more likely that an effect was going to be found.,The choices are very reasonable. Only trials that were labeled as containing error in the Notes field of the TextGrids were excluded. These corresponded to a small fraction of the total of trials.,"Raw duration values were log-transformed, which is a common practice. Log-transformed duration, intensity and f0 data was transformed to z-scores prior to the statistical analysis, which is also a common and reasonable choice, given the fact that the sample contained data from different speakers of both sexes and some form of data normalization is recommended in that case.",
2022-06-07 21:10:04,2022-06-07 21:12:24,IP Address,72.65.234.148,100,140,True,2022-06-07 21:12:25,R_1jlZ1KHFnulCMRi,,,,,40.4268,-79.8935,anonymous,EN,trachurus_riukiuensis,eriphia_laterispinis,30,70,40,deeply flawed and unpublishable.,"We have major concerns with the phonetic analysis.  We appreciate that in the roadblocks question of the questionnaire the team were forthright about their lack of skill in doing the word level segmentation–that's a nice honest disclosure, and we understand this group may have been expecting going into this project to only be doing the statistics part.  Their decision to take measurements over the entire sentence is deeply problematic, and we think it makes most of the results unreliable.  While using the entire sentence might have been workable for some measures, it’s nonsensical for others.  This is particularly true for the total duration, given that the start and end points of the labelled utterance are not themselves aligned with the audio, and so the duration of the sentence includes silence on either side; moreover, the duration of this silence is not uniform (varying by a few hundred milliseconds), and so this will certainly introduce a large amount of error.  We are also very concerned with the fact that no observations were excluded, even those that were specifically marked in the comments tier as having been produced with errors; in some cases, the errors were repetitions or even pauses of upwards of 100ms, and so again should not have been included.

The use of average intensity is inappropriate, as there is no evidence that mic-to-mouth distance was held constant.  From the low quality of many of the recordings, with echoes in them, we strongly suspect that head-mounted mics were not used.  Therefore intensity is useless unless normed within each utterance, which this analysis didn't do.

Finally, with respect to average F0, this is the only measure that could in principle work, though it’s so imprecise as to be uninformative.  By taking the average over the whole utterance, there may well be unknown confounds, or it may average away effects that are realised at a particular point of the utterance.  Additionally, we found creaky voice to be particularly prevalent throughout some speakers' utterances, and prevalent at onset of vowel-initial words for many speakers.  Since the pitch tracker rarely does well with creak, and often gives an extremely low value for f0 during creak (pitch halving), or no value at all, unanalyzed creak is likely to throw off the average f0 dependent variable.  We noticed that, to their credit, the authors use a maximum pitch of 400 Hz (therefore not the default of 500 Hz), thereby eliminating some of the spurious pitch measures taken during voiceless aspiration noise or frication.  But it is therefore puzzling that there is no discussion of the effect that creak might have on the results, since creak is very prominent (both audible and visually evident in the spectrograms and waveforms).

Finally, removing the middle typicality is an odd choice, and makes it difficult to interpret the results (to the extent that they are interpretable): for example, suppose medium typicality utterances had a higher average f0 than both the atypical and typical.  What would we make of that?  Perhaps the authors have a hypothesis that adequately addresses this possibility, but if so, it’s not made sufficiently clear in the report.
","A multivariate multilevel Bayesian regression model is a good choice here.  It allows the researchers to explore the influence of typicality on all 3 dependent variables without running 3 separate models. This approach also allows the researcher to take into account any potential correlation between the 3 outcomes. The actual Bayesian analysis is solid, we believe. The R code is thorough, well documented, and the models seem correctly specified. In a vacuum, the analysis would score a 100. Our score of 70 reflects the problems with the data itself and the authors' failure to consider these problems as they relate to the dependent variable. Here are a few of our concerns:

The authors did all of their acoustic analysis within R with the help of the ‘PraatR’ package (and others). This itself is fine, but it assumes that the files are ready for analysis. As we note above in Q9, this was not the case. Utterances had errors and hesitations, along with NA values from Praat and values that reflected creaky voice. A back-of-the-envelope calculation of our own data shows that the adjective duration was, on average, 100 ms longer in trials marked as ‘error’ compared to the unmarked trials. We found that participant JW_3 was especially problematic and removed them entirely from our own analysis. 

Related to the NA values, the authors note in their code in line 179 that NAs were replaced by the preceding value (time gets normalized so as to fix this). Although we see no problem with this approach, per se, NAs via Praat should always be further inspected. Were the NAs due to a pitch tracker error? Were they due to problematic settings? The authors appear to simply accept that NAs are inevitable. It is possible that the authors did not listen or look at the utterances in Praat, and only accessed the files through R. We see this as bad practice and strongly advise the authors to always first examine the speech in Praat before analyzing the speech in R. (It is possible that the authors did this, but given the failure to note errors or further explore the nature of the NA values, we believe this was not the case.)

We recognize that the creators of the “Many Speech Analyses” project are partly to blame here as we suspect this group, “eriphia_laterispinis,” believed little to no phonetics knowledge was necessary to take part in this project, and that the data were ready for analysis. (The group has also acknowledged this as much.)","The choice of weakly informative priors seems appropriate here given that we do not know which direction any effect of typicality might go.
","As discussed above, the dependent variables are highly problematic: the duration measure is confounded by the variable silence on either end of the utterance; intensity is not normalized within the utterance; and the f0 measure does not take creak into account. No errors or hesitations were removed from the data and NA values were replaced by the preceding value without proper consideration as to why they appear.
","The statistical model seems fine.
","The medium typicality condition was excluded in order to focus on the 2 levels of typicality that would most likely show a difference: typical vs. atypical.  Otherwise, no subsets of data were excluded.  Given that some of the trials marked as errors and hesitations, this presents a problem for the current analysis, especially for the duration measure, since sentences with hesitations would necessarily be longer than those without. It is possible that trials with hesitations are more likely to be of one type of typicality, although we have not investigated this.
","All three measures were standardized at the individual level, which seems prudent, but the intensity measure does not take into account the possibility of head-to-mic placement, and so ought to be normalized within the utterance.  For example, since all utterances used the same frame sentence (""Und jetzt sollst Du…""), one could normalize peak intensity during the adjective relative to peak intensity of ""jetzt"" or some other stressed syllable of the frame sentence.  This would fall beyond the authors'  acknowledged plans for omitting hand-labeling.
",
2022-06-08 02:38:33,2022-06-08 02:41:58,IP Address,83.213.185.179,100,204,True,2022-06-08 02:41:58,R_3nixFZJum0VUUI4,,,,,42.8561,-2.6946,anonymous,EN,pseudodax_euryzona,lycodes_bradfieldi,85,75,80,publishable with minor revision.,"The phonetic analysis is really promising. Yet, there could be some improvements, such as restricting the acoustic analysis to the relevant part, i.e. [(preposition + article +) adjective + noun (+ verb)], instead of taking the whole utterance including the carrier phrase. Focusing on the sequence of interest could improve the results, especially given that, apparently, the authors analyze mean AM and Mi. Besides, the analysis could have been explained more thoroughly. At some points it was not clear how the authors carried out the analysis and we had to turn to the references provided in the report.

The statistical analysis seems right, but we could not further evaluate it, since there was no easy way for us to reproduce it with the provided instructions (note also that we could not find a csv with the final data).","A repeated measures ANOVA analysis might be correct, given the categorical nature of the independent variables (typicality & and frequency band). Yet, the rationale for the analysis type of decision is not provided.",The rationale for selecting variables is explained in the questionnaire and seems right.,We deem the included variables appropriate.,"As far as we can tell, we have no major objections. The only caveat is that the process is not totally transparent and we could not reproduce it ourselves.",There is no mention of exclusions on the report and the criteria to include all the data given in the questionnaire is dubious: 1. Number of trials is already low. This should not be a criterion to accept bad utterances 2. Utterances are instructions and thus there is no clear exclusion criteria. This might be problematic to some extent. Many of the utterances had already been labeled with error or hesitation break and our team found some more errors and hesitation breaks and this should already constitute an exclusion criterion. It might be even more problematic if the errors happened in the atypical or medium typicality values (we did not check or test that).,"According to the questionnaire (Q7), there were no transformations. This does not seem correct. Mi seems to be a kind of transformation of AM, including a min-max normalization of the pre-final result.","The statistical analysis felt a bit obscure. There was no additional data or measurement file. Given that the whole analysis but the final ANOVAs was carried out on MATLAB proprietary software and that we could not find any csv file with the results of the acoustical analysis, we were prevented from actually evaluating the process and results ourselves. Replicability is compromised.

They refer to a /tipicalityTrials/ folder, which was empty."
2022-06-08 09:30:58,2022-06-08 09:33:31,IP Address,151.224.144.247,100,152,True,2022-06-08 09:33:31,R_3kCgbPprQDhLEbN,,,,,51.8842,-0.4208,anonymous,EN,stygobromus_tyraica,polymetme_brevirostrum,70,80,5,deeply flawed and unpublishable.,"This analysis is extremely difficult to rate. On the one hand, the choice to investigate F0 range is well argued, the phonetic analysis itself is sound, and the statistical treatment is careful, considered, and appropriate. On the other hand, the actual analysis provided uses duration (and not F0 range) as a dependent variable, and no results (other than no effect) are given. Thus, the analysis that is provided does not match the report that is given, and there is no effect size or CI given for the analysis that was carried out (only that there is no significant effect within the ROPE). Based on these discrepancies alone, the analysis that is given, as it currently stands, is unpublishable.","We consider the use of Bayesian mixed effects regression and 89% ROPE to be appropriate.

However, the summary document polymetme_brevirostrum.txt states that the criterion used to answer the research question was “the posterior distribution and 95% credible intervals”, which is not correct:  the 89% ROPE was used as the criterion. Furthermore, there is no effect or CI values provided for the ROPE, which was supposed to be provided.","The choice to consider F0 range in order to capture previously reported prosodic marking in German is theoretically sound; however, the analysis provided does not include F0 range, but only duration. Model selection using LOO cross-validation and ELPD comparison is appropriate.","The predictor variables are appropriate. The inclusion of a “FOOD vs. NONFOOD” variable is certainly interesting and seems to be argued well, but this effectively reduplicates (or even overrides) the typicality rating that is already provided; that being the case, we are not sure the effect that this may have on the final result. The suitability of the response variable cannot be evaluated, since the DV included in the analysis provide (duration) is not the same as the DV described in the report (F0 range).","The structure of the statistical model is sound, but the script could be annotated much more clearly to understand which model was retained in the end.",We consider the choice to observations with comments in “notes” to be appropriate.,N/A,"We find that there is a severe lack of clarity in both the R script provided and in the details of the results. Because of this lack of clarity, combined with the fact that the reported variable does not match the variable used in the script, we find that the analysis is nearly impossible to review properly."
2022-06-08 10:08:14,2022-06-08 10:31:09,IP Address,67.1.130.215,100,1374,True,2022-06-08 10:31:10,R_1lmIzLlPxqYCuGg,,,,,32.2699,-110.9853,anonymous,EN,dermatolepis_aculeatus,haematopus_fossor,93,94,93,publishable with major revision.,Good with some points needed to be clarified.,Good,Good,Good,Good,Good,"The vowel centralization part should be excluded! There is no point of having this part in the analysis. ","'- The plots plots should be commented (see, for instance, Gerke, 2020, G Reporting Standards for a Bland–Altman Agreement Analysis: A Review of Methodological Reviews.
- Additionally, both adjective duration and adjective vowel duration showed an effect of typicality, but what were the adjectives again? Is there any reason this may be due to the number of syllables in the word or some other factor, such as vowel quality? Low vowels tend to have longer durations than high vowels simply because it takes time to open the mouth farther.
- In regards to vowel intensity, in general  it doesn't vary much and is more dependent on phrase position, as intensity drops throughout an utterance. Sharf (1966) shows that intensity doesn't correlate with vowel opening, so this also doesn't go with their centralization argument either.
- It is really hard to tell anything from the plot on page 3, plus these are obviously non-normalized measurements and so it's hard to really see some vowel spaces, like that of participant TB.
"
2022-06-08 13:03:15,2022-06-08 13:10:34,IP Address,173.76.251.40,100,438,True,2022-06-08 13:10:35,R_3erVC5FHoQwt7uq,,,,,42.1246,-71.1149,anonymous,EN,trachyphyllia_lappa,pervagor_adscensionis,31,37,29,publishable with major revision.,"The authors firstly acknowledge the non-normality of the residuals and their measures but do not take any measures to correct for this. Secondly, the entire data is analyzed for typicality, when typicality was only manipulated in the NF condition, so it is unclear how the analyses reflect these differences.",We are not familiar with the type of analyses used in this report (the distance measures) so do not have comments on the technical soundness of the analyses. The lmer analyses are not appropriate for the measures chosen because of the non-normality of residuals.,We are not familiar with MFCCs at all so cannot comment on this - but it seems that calculating for the full dataset when the typicality manipulation applied only to NF condition is weird.,NA,NA,All the data was used but no indication of how the absence of typicality scores was handled.,,We did not fully follow this team's analysis as it is not common practice in our field.
2022-06-08 13:21:45,2022-06-08 13:32:02,IP Address,129.108.202.181,100,617,True,2022-06-08 13:32:02,R_3MF23KlasiPXDta,,,,,31.8378,-106.538,anonymous,EN,paralichthys_undulatus,petauroides_fistulator,70,80,75,publishable with major revision.,"They chose a relevant acoustic measures (f0 contour – measured at 10msec intervals) of just the noun. They labelled and measured them accurately and used a relevant statistical method (GAMM). A lot more detail could be given about the phonetic analysis, including maybe showing some example contours, and also motivating why they only examined the noun and not the adjective. It seems that they ""lined up"" the f0 measurements for each token but they did not explain this in much detail. ",They used general additive mixed models (GAMM) which seems reliable for this data.,"The dependent variable was f0 converted to semitones, and the independent variable was typicality. They also included a lot of other variables as random smooth terms.","The main relevant variable was typicality, which is what they examined as the dependent variable. The results that Speaker, etc, had a significant effect are also interesting but these are not described in detail. ","They did not give the formula, but having Typicality as the IV makes sense. ",They did not mention excluding data except where they could not get an f0 measurement. It is unclear if they included the tokens marked as errors or hesitations.,"F0 was transformed to semitones, which is a good idea in order to be able to pol speakers.","More detail on the motivations, analysis (particularly f0 measurements) and results (some descriptive figures) would have been useful. But the stud seems sound and the results are interesting! "
2022-06-08 13:02:30,2022-06-08 13:32:55,IP Address,71.104.44.228,100,1825,True,2022-06-08 13:32:55,R_2rvjsrQhZCMahlB,,,,,40.4992,-74.4996,anonymous,EN,lasionycteris_altavela,anomalocaris_ornata,100,63,81,publishable with major revision.,"I think the authors did a great job. There were a few issues I saw: 

1. No indication of effect size. 
2.  I have issues with their F0 analysis. Specifically,  introduction of new variables after looking at the data (low and high peak; dichomtizing). Also, the authors kind of gave trying to normalize the data. I am surprised they did not try  a log transformation would work.
","The choice of analysis seems appropriate. ","They ran a maximal model with backward selection to pick best model. If the maximal ran I am not sure why they engaged in this selection process.  This backward selection process is acceptable. ","No particular justification was given for the dependent measures, but intensity, vowel duration, and F0 are all viable correlates of contrastive focus and stress.
Independent variables for the analysis were selected via model fit (AIC) obtained from ANOVAs. A new variable was introduced by the team to separate speakers into voice-type groups based on overall F0. This was created post-hoc to deal with a bimodal distribution in F0.
",The structure was adequate,"F0 measures with values more than 1.5 times the interquartile range were removed (1.75% of total F0 tokens). This was done to filter any errors in the data transformation process. Given all the automated scripts in the data transformation pipeline were hand-checked, this seems very cautious but not inappropriate. The researchers did not report exclusion criteria for the intensity or duration measurements.","Transformations seemed appropiate. They squared the intensity measure due to non-normality.  

",
2022-06-08 21:30:06,2022-06-08 21:33:09,IP Address,132.181.235.171,100,182,True,2022-06-08 21:33:09,R_22FvzE1btyVNLpM,,,,,-43.5379,172.6151,anonymous,EN,alosa_atun,hoplostethus_macrosteus,85,50,60,deeply flawed and unpublishable.,"We were impressed with the manual coding of the segment and they did a fantastic job articulating their phonetic analysis. Furthermore, we believe the validity of the coding would be much higher as they were segmented by hand. However, removing the pitch and formant information wasn't justified just because gender information was not available as gender isn't a perfect correlate of vocal tract length. The statistical analysis was adequate with a few methodological quirks. Furthermore, the analysis is not reproducible even with the code provided as there were files missing for the script to run..",We believe the the statistical model selection was suitable for the analysis.,It would've been good to include Local measures of speech rate for the duration variable.,We noted that f0 and formants of the vowels were excluded from the outset. We don't think reasoning to exclude these variables were justified.,"Selected model for duration includes interaction terms without main effects included.
not clear on criteria of establishing significance (pvalues of what?)
post hoc analyses are conducted on interaction term but disregards main effects.
should have included local controls for speech rate / amplitude.","They only included observations from the noun-focussed condition as this was the only balanced dataset. They also removed observations 2 SD (which is different from the usual 2.5 SD) for the whole dataset, but not per speaker per adjective.",The authors centred and scaled the duration and intensity variables per speaker. We believe this is suitable.,"They didn't consider co-articulatory effects of the following word, though the following effect wouldn've been less apparent. There wasn't enough information about the modelling for us to evaluate the statistical model. There were no fixed effects listed. There were no controls for duration (i.e., speech rate) and amplitude. However, they did clearly outline their methods. It is hard for us to evaluate how effective their statistical model as they didn't test for interactions."
2022-06-05 08:01:06,2022-06-09 06:06:32,IP Address,147.188.245.188,100,338725,True,2022-06-09 06:06:33,R_3kdLdBbMGI6nasb,,,,,52.4425,-1.9442,anonymous,EN,psittacula_scabriculus,chelonia_brummeri,79,77,82,publishable with minor revision.,"This team project chose proper dependent variables and statistics models to answer the research questions. They considered a few phonetic features, including duration, intensity, and f0. The statistic models are advanced, not only considering dependence in the data but also using the Bayesian method.","The use of the Bayesian linear mixed-effects model is great and proper to answer the research questions. Having by-participants and by-items random effects, the dependence problem in the data can be solved.  Bayesian methods make the results less dependent on p-values and give more confidence in the results.","In the operationalization section, they mentioned five dimensions that possibly typicality could influence. What they also could do is give more supporting literature and background information on why they looked at the five dimensions.","They considered three fixed effects: typicality, syllable structure of the stressed syllable in the adjective, trial number, and one interaction between trial and typicality. They did not mention the rationale for choosing trial and syllable structure as covariates.  Also, there is no supporting literature explaining why it is expected to have interaction between trial and typicality.","They kept the main predictor in all of the models and used the proper way of coding the predictor and the models had random effects and mixed effects. However, they did not mention what the maximum mixed model was, and how they reached the best model. ","They only excluded trials indicating errors, which is proper to do so. Usually, trials with errors involve more cognitive cost and different cognitive routes. As long as being transparent with excluding data, it is acceptable. ",They did not transform dependent and independent variables. What they could do is to check the regression diagnostics even for the Bayesian by plots and check whether they need to transform data. They could inverse or log duration.,"They have done a great job! It would be great to see that they explain why they chose the informative priors. "
2022-06-09 06:24:21,2022-06-09 08:02:48,IP Address,81.111.13.164,100,5906,True,2022-06-09 08:02:49,R_2azxA4Fw2H2le5g,,,,,55.9335,-3.254,anonymous,EN,trigonias_lachneri,arapaima_modularis,85,85,85,publishable with minor revision.,"Analysis is absolutely fine, but a linear mixed model would have allowed to account for random effects (esp speaker)","Appropriate, see above.","A repeated measures ANOVA with typicality as a categorical variable with three levels and max pitch of the adjective in the NF condition is a relatively simple but appropriate approach. ","The study considers F0 only, which is probably a limitation as accent is a multivariate phenomenon, but toherwise this is perfectly adequate.",See above,"Entirely appropriate to only look at NF and adjective, as food items were not balanced for typicality across the NF condition, and neither adjectives nor food items were balanced for typicality in the other focus conditions.balanced ",no transformations.,
2022-06-08 08:05:28,2022-06-09 09:18:38,IP Address,139.124.208.24,100,90790,True,2022-06-09 09:18:39,R_SMLnwgBwpirAL97,,,,,43.2951,5.3861,anonymous,EN,eriphia_laterispinis,dermatolepis_aculeatus,65,65,65,publishable with minor revision.,"First of all, the manual correction of the noun and adjective boundaries is a remarkable effort that should be noticed. However, some methodological choices were not sufficiently supported by arguments, which limits the understanding of the analyses. These points are discussed in the following sections.","Mixed-effects linear models are a good tool to limit the influence of extreme observations and to take into account inter-individual or inter-item variability. However, it remains unclear whether the assumptions of these models were met (e.g. ,normality of residuals distribution, homoscedasticity)  and the script available on GitHub does not help in this regard. Also, regarding the choice of the fixed effects: could have other predictors than typicality had an influence on the pitch, such as the sex of the participants? ","As mentioned above, the choice of variables is not sufficiently justified. For example, we can ask whether other factors than typicality could have been added as predictors and thus improved the model’s fit: word length, sex of participants, order of items (in co-variable for example), etc. In any case, it would have been preferable to test these predictors, in a forward stepwise model selection procedure (for example) to select fixed and random effects of the model according the Akaike criterion (Akaike, 1973), and using the lmerTest package (Kuznetsova et al., 2017) for model comparison. Therefore, fixed effects, random effects, and random slopes could be only included if they significantly improved the model’s fit. The report gives the impression that none of these prerequisites have been implemented and this is why it seems to lack content and precision. ","Regarding the choice of variables, while the authors describe having detected delay and state that this delay can be an indicator of the typicality effect, one wonders whether this measure could not have been tested in the analyses.","To complete what we said about the choice of model, a word about the random structures. Indeed, all the random structures estimated here are ""intercept-only"" (1|speaker) and (1|noun). This could be problematic; indeed it is one of the points of agreement between the series of papers by Barr (2013; keep it maximal) and Bates (2015; parsimonious models) on how to specify random structure. The argument is that this type of model is a source of both false positives and false negatives (depending on the covariance matrix of the different predictors and VDs).","This ties in with our various comments about the lack of justification. Indeed, the authors seem to have detected and excluded some errors but decide nevertheless to keep the detected errors in the TextGrid. While these choices may be quite justifiable, it would be relevant to document why certain tests have been excluded or kept.","We have no comment to make on this point. ","We have no further comment. "
2022-06-09 10:27:29,2022-06-09 10:47:39,IP Address,64.130.67.79,100,1209,True,2022-06-09 10:47:40,R_w19qIqmobEQoEHT,,,,,33.5119,-101.9316,anonymous,EN,anthracoceros_coronata,trigonias_lachneri,90,90,90,publishable with minor revision.,"The only thing the analysis did not contain was a discussion of model selection—a fully specified model is used, but it's not clear that random slopes for color and speaker are justified.  This may have been analyzed, though, and just not reported.",Linear Mixed Model is an appropriate type of analysis for this data.,"I have to admit that I'm not very familiar with SPI, but the reasoning presented in the results document seems to justify its use.","Again, the variables used seem well-justified.","The only element that might be considered missing is a discussion of model selection, namely whether the speaker and color random slopes are justified in the model.  Why slopes and not intercepts?  If model selection was done, it would be great to include that in the text.","The only data that were excluded were items marked as errors or having other comments in the TextGrid files.  It's possible that there are a number of outliers that could have been excluded, so some discussion of these would be nice to include.",SPI was log-transformed because untransformed SPI was not normally distributed.  This is a reasonable choice.,
