condition,target_name,target_colour,competitor_name,competitor_colour,distractor1_name,distractor1_colour,distractor2_name,distractor2_colour
AF,Sonnenbrille,braun,Sonnenbrille,gruen,Birne,orange,Bueroklammer,orange
NF,Trauben,orange,Socken,orange,Sonnenbrille,rot,Zucchini,rot
AF,Bueroklammer,rot,Bueroklammer,braun,Socken,gelb,Sonnenbrille,gruen
ANF,Walnuss,braun,Tomate,gruen,Bueroklammer,orange,Sonnenbrille,rot
NF,Gurke,rot,Waescheklammer,rot,Bueroklammer,gruen,Bueroklammer,orange
AF,Socken,gruen,Socken,orange,Sonnenbrille,rot,Zucchini,rot
NF,Mandarine,orange,Bueroklammer,orange,Socken,gelb,Aubergine,rot
ANF,Erbsen,gelb,Walnuss,braun,Sonnenbrille,rot,Bueroklammer,orange
NF,Tomate,gruen,Bueroklammer,gruen,Zucchini,rot,Birne,orange
ANF,Erdbeere,rot,Mandarine,orange,Zucchini,gruen,Socken,gelb
NF,Erbsen,gelb,Sonnenbrille,gelb,Waescheklammer,rot,Birne,rot
NF,Aprikose,rot,Bueroklammer,rot,Birne,orange,Zucchini,gruen
